order	family	subfamily	genus	clade	species	common_name	gaa_name	synonymies	itis_names	aweb_uid	uri/guid	taxon_notes_public
Anura	Strabomantidae	Strabomantinae	Pristimantis		memorans		Pristimantis memorans		Eleutherodactylus memorans	5758	http://amphibiaweb.org/species/5758	
Anura	Strabomantidae	Strabomantinae	Pristimantis		mendax		Pristimantis mendax		Eleutherodactylus mendax	3055	http://amphibiaweb.org/species/3055	
Anura	Strabomantidae	Strabomantinae	Pristimantis		mercedesae		Pristimantis mercedesae		Eleutherodactylus mercedesae	3056	http://amphibiaweb.org/species/3056	
Anura	Strabomantidae	Strabomantinae	Pristimantis		meridionalis		Pristimantis meridionalis			6898	http://amphibiaweb.org/species/6898	
Anura	Strabomantidae	Strabomantinae	Pristimantis		merostictus		Pristimantis merostictus		Eleutherodactylus merostictus	3058	http://amphibiaweb.org/species/3058	
Anura	Strabomantidae	Strabomantinae	Pristimantis		metabates		Pristimantis metabates		Eleutherodactylus metabates	5872	http://amphibiaweb.org/species/5872	
Anura	Strabomantidae	Strabomantinae	Pristimantis		minimus					7491	http://amphibiaweb.org/species/7491	
Anura	Strabomantidae	Strabomantinae	Pristimantis		minutulus		Pristimantis minutulus			7069	http://amphibiaweb.org/species/7069	
Anura	Strabomantidae	Strabomantinae	Pristimantis		miyatai		Pristimantis miyatai		Eleutherodactylus miyatai	3063	http://amphibiaweb.org/species/3063	
Anura	Strabomantidae	Strabomantinae	Pristimantis		mnionaetes		Pristimantis mnionaetes		Eleutherodactylus mnionaetes	5440	http://amphibiaweb.org/species/5440	
Anura	Strabomantidae	Strabomantinae	Pristimantis		modipeplus		Pristimantis modipeplus		Eleutherodactylus modipeplus	3065	http://amphibiaweb.org/species/3065	
Anura	Strabomantidae	Strabomantinae	Pristimantis		molybrignus		Pristimantis molybrignus		Eleutherodactylus molybrignus	3066	http://amphibiaweb.org/species/3066	
Anura	Strabomantidae	Strabomantinae	Pristimantis		mondolfii		Pristimantis mondolfii		Eleutherodactylus mondolfii	3067	http://amphibiaweb.org/species/3067	
Anura	Strabomantidae	Strabomantinae	Pristimantis		moro		Pristimantis moro		Eleutherodactylus lehmanvalenciae, Eleutherodactylus moro	3071	http://amphibiaweb.org/species/3071	
Anura	Strabomantidae	Strabomantinae	Pristimantis		muchimuk	Muchimuk rain frog; Ranita muchimuk				7494	http://amphibiaweb.org/species/7494	
Anura	Strabomantidae	Strabomantinae	Pristimantis		muricatus		Pristimantis muricatus		Eleutherodactylus muricatus	3072	http://amphibiaweb.org/species/3072	
Anura	Strabomantidae	Strabomantinae	Pristimantis		muscosus		Pristimantis muscosus		Eleutherodactylus muscosus	6152	http://amphibiaweb.org/species/6152	
Anura	Strabomantidae	Strabomantinae	Pristimantis		museosus		Pristimantis museosus		Eleutherodactylus museosus	3073	http://amphibiaweb.org/species/3073	
Anura	Strabomantidae	Strabomantinae	Pristimantis		myersi		Pristimantis myersi		Trachyphrynus myersi, Eleutherodactylus myersi	3074	http://amphibiaweb.org/species/3074	
Anura	Strabomantidae	Strabomantinae	Pristimantis		myops		Pristimantis myops		Eleutherodactylus myops	5441	http://amphibiaweb.org/species/5441	
Anura	Strabomantidae	Strabomantinae	Pristimantis		nebulosus					7945	http://amphibiaweb.org/species/7945	
Anura	Strabomantidae	Strabomantinae	Pristimantis		nephophilus		Pristimantis nephophilus		Eleutherodactylus nephophilus	5881	http://amphibiaweb.org/species/5881	
Anura	Strabomantidae	Strabomantinae	Pristimantis		nervicus		Pristimantis nervicus		Eleutherodactylus nervicus	3078	http://amphibiaweb.org/species/3078	
Anura	Strabomantidae	Strabomantinae	Pristimantis		nicefori		Pristimantis nicefori		Eleutherodactylus nicefori	3079	http://amphibiaweb.org/species/3079	
Anura	Strabomantidae	Strabomantinae	Pristimantis		nigrogriseus		Pristimantis nigrogriseus		Eleutherodactylus nigrogriseus	3081	http://amphibiaweb.org/species/3081	
Anura	Strabomantidae	Strabomantinae	Pristimantis		nyctophylax		Pristimantis nyctophylax		Eleutherodactylus nyctophylax	3088	http://amphibiaweb.org/species/3088	
Anura	Strabomantidae	Strabomantinae	Pristimantis		obmutescens		Pristimantis obmutescens		Eleutherodactylus obmutescens	3089	http://amphibiaweb.org/species/3089	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ocellatus		Pristimantis ocellatus		Eleutherodactylus ocellatus	3091	http://amphibiaweb.org/species/3091	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ockendeni		Pristimantis ockendeni		Eleutherodactylus melini, Eleutherodactylus ockendeni, Syrrhophus calcaratus	3092	http://amphibiaweb.org/species/3092	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ocreatus		Pristimantis ocreatus		Eleutherodactylus ocreatus	3093	http://amphibiaweb.org/species/3093	
Anura	Strabomantidae	Strabomantinae	Pristimantis		olivaceus		Pristimantis olivaceus		Eleutherodactylus olivaceus	5442	http://amphibiaweb.org/species/5442	
Anura	Strabomantidae	Strabomantinae	Pristimantis		onorei					7701	http://amphibiaweb.org/species/7701	
Anura	Strabomantidae	Strabomantinae	Pristimantis		orcesi		Pristimantis orcesi		Eleutherodactylus orcesi	3097	http://amphibiaweb.org/species/3097	
Anura	Strabomantidae	Strabomantinae	Pristimantis		orcus					7252	http://amphibiaweb.org/species/7252	
Anura	Strabomantidae	Strabomantinae	Pristimantis		orestes		Pristimantis orestes		Eleutherodactylus orestes	3099	http://amphibiaweb.org/species/3099	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ornatissimus		Pristimantis ornatissimus		Eleutherodactylus ornatissimus	3101	http://amphibiaweb.org/species/3101	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ornatus		Pristimantis ornatus			6886	http://amphibiaweb.org/species/6886	
Anura	Strabomantidae	Strabomantinae	Pristimantis		orpacobates		Pristimantis orpacobates		Eleutherodactylus orpacobates	3102	http://amphibiaweb.org/species/3102	
Anura	Strabomantidae	Strabomantinae	Pristimantis		orphnolaimus		Pristimantis orphnolaimus		Eleutherodactylus orphnolaimus	3103	http://amphibiaweb.org/species/3103	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ortizi		Pristimantis ortizi			6339	http://amphibiaweb.org/species/6339	
Anura	Strabomantidae	Strabomantinae	Pristimantis		padiali					7664	http://amphibiaweb.org/species/7664	
Anura	Strabomantidae	Strabomantinae	Pristimantis		padrecarlosi		Pristimantis padrecarlosi			6775	http://amphibiaweb.org/species/6775	
Anura	Strabomantidae	Strabomantinae	Pristimantis		paisa		Pristimantis paisa		Eleutherodactylus paisa	5443	http://amphibiaweb.org/species/5443	
Anura	Strabomantidae	Strabomantinae	Pristimantis		palmeri		Pristimantis palmeri		Eleutherodactylus palmeri	3106	http://amphibiaweb.org/species/3106	
Anura	Strabomantidae	Strabomantinae	Pristimantis		paramerus		Pristimantis paramerus		Eleutherodactylus paramerus	3109	http://amphibiaweb.org/species/3109	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pardalinus		Pristimantis pardalinus			6887	http://amphibiaweb.org/species/6887	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pardalis		Pristimantis pardalis		Eleutherodactylus pardalis	3111	http://amphibiaweb.org/species/3111	
Anura	Strabomantidae	Strabomantinae	Pristimantis		parectatus		Pristimantis parectatus		Eleutherodactylus parectatus	5444	http://amphibiaweb.org/species/5444	
Anura	Strabomantidae	Strabomantinae	Pristimantis		parvillus		Pristimantis parvillus		Eleutherodactylus parvillus	3112	http://amphibiaweb.org/species/3112	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pastazensis		Pristimantis pastazensis		Eleutherodactylus pastazensis	3114	http://amphibiaweb.org/species/3114	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pataikos		Pristimantis pataikos		Eleutherodactylus pataikos	5875	http://amphibiaweb.org/species/5875	
Anura	Strabomantidae	Strabomantinae	Pristimantis		paulodutrai		Ischnocnema paulodutrai		Eleutherodactylus paulodutrai	3116	http://amphibiaweb.org/species/3116	
Anura	Strabomantidae	Strabomantinae	Pristimantis		paululus		Pristimantis paululus		Eleutherodactylus paululus	3118	http://amphibiaweb.org/species/3118	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pecki		Pristimantis pecki		Eleutherodactylus pecki	3119	http://amphibiaweb.org/species/3119	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pedimontanus		Pristimantis pedimontanus		Eleutherodactylus pedimontanus	6596	http://amphibiaweb.org/species/6596	
Anura	Strabomantidae	Strabomantinae	Pristimantis		penelopus		Pristimantis penelopus		Eleutherodactylus penelopus	5445	http://amphibiaweb.org/species/5445	
Anura	Strabomantidae	Strabomantinae	Pristimantis		peraticus		Pristimantis peraticus		Eleutherodactylus peraticus	3121	http://amphibiaweb.org/species/3121	
Anura	Strabomantidae	Strabomantinae	Pristimantis		percnopterus		Pristimantis percnopterus		Eleutherodactylus percnopterus	5882	http://amphibiaweb.org/species/5882	
Anura	Strabomantidae	Strabomantinae	Pristimantis		percultus		Pristimantis percultus		Eleutherodactylus percultus	3122	http://amphibiaweb.org/species/3122	
Anura	Strabomantidae	Strabomantinae	Pristimantis		permixtus		Pristimantis permixtus		Eleutherodactylus permixtus	3123	http://amphibiaweb.org/species/3123	
Anura	Strabomantidae	Strabomantinae	Pristimantis		peruvianus		Pristimantis peruvianus		Eleutherodactylus peruvianus, Hylodes peruvianus	7119	http://amphibiaweb.org/species/7119	
Anura	Strabomantidae	Strabomantinae	Pristimantis		petersi		Pristimantis petersorum		Eleutherodactylus petersorum, Eleutherodactylus petersi, Eleutherodactylus johnwrighti	3125	http://amphibiaweb.org/species/3125	
Anura	Strabomantidae	Strabomantinae	Pristimantis		petrobardus		Pristimantis petrobardus		Eleutherodactylus petrobardus	3126	http://amphibiaweb.org/species/3126	
Anura	Strabomantidae	Strabomantinae	Pristimantis		phalaroinguinis		Pristimantis phalaroinguinis			7006	http://amphibiaweb.org/species/7006	
Anura	Strabomantidae	Strabomantinae	Pristimantis		phalarus		Pristimantis phalarus		Eleutherodactylus phalarus	5446	http://amphibiaweb.org/species/5446	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pharangobates					7944	http://amphibiaweb.org/species/7944	
Anura	Strabomantidae	Strabomantinae	Pristimantis		philipi		Pristimantis philipi		Eleutherodactylus philipi	3129	http://amphibiaweb.org/species/3129	
Anura	Strabomantidae	Strabomantinae	Pristimantis		phoxocephalus		Pristimantis phoxocephalus		Eleutherodactylus phoxocephalus	3130	http://amphibiaweb.org/species/3130	
Anura	Strabomantidae	Strabomantinae	Pristimantis		phragmipleuron		Pristimantis phragmipleuron		Eleutherodactylus phragmipleuron	3131	http://amphibiaweb.org/species/3131	
Anura	Strabomantidae	Strabomantinae	Pristimantis		piceus		Pristimantis piceus		Eleutherodactylus piceus	5762	http://amphibiaweb.org/species/5762	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pinguis		Pristimantis pinguis		Eleutherodactylus pinguis	5876	http://amphibiaweb.org/species/5876	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pirrensis		Pristimantis pirrensis		Eleutherodactylus pirrensis	6286	http://amphibiaweb.org/species/6286	
Anura	Strabomantidae	Strabomantinae	Pristimantis		platychilus		Pristimantis platychilus		Eleutherodactylus platychilus	5763	http://amphibiaweb.org/species/5763	
Anura	Strabomantidae	Strabomantinae	Pristimantis		platydactylus		Pristimantis platydactylus		Eleutherodactylus platydactylus	3138	http://amphibiaweb.org/species/3138	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pleurostriatus		Pristimantis pleurostriatus		Eleutherodactylus pleurostriatus	3139	http://amphibiaweb.org/species/3139	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pluvicanorus		Pristimantis pluvicanorus		Eleutherodactylus pluvicanorus	5764	http://amphibiaweb.org/species/5764	
Anura	Strabomantidae	Strabomantinae	Pristimantis		polemistes		Pristimantis polemistes			6826	http://amphibiaweb.org/species/6826	
Anura	Strabomantidae	Strabomantinae	Pristimantis		polychrus		Pristimantis polychrus		Eleutherodactylus polychrus	5765	http://amphibiaweb.org/species/5765	
Anura	Strabomantidae	Strabomantinae	Pristimantis		prolatus		Pristimantis prolatus		Eleutherodactylus prolatus	3147	http://amphibiaweb.org/species/3147	
Anura	Strabomantidae	Strabomantinae	Pristimantis		prolixodiscus		Pristimantis prolixodiscus		Eleutherodactylus prolixodiscus	3148	http://amphibiaweb.org/species/3148	
Anura	Strabomantidae	Strabomantinae	Pristimantis		proserpens		Pristimantis proserpens		Eleutherodactylus proserpens	3149	http://amphibiaweb.org/species/3149	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pruinatus		Pristimantis pruinatus		Eleutherodactylus pruinatus	3150	http://amphibiaweb.org/species/3150	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pseudoacuminatus		Pristimantis pseudoacuminatus		Eleutherodactylus pseudoacuminatus	3151	http://amphibiaweb.org/species/3151	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pteridophilus		Pristimantis pteridophilus		Eleutherodactylus pteridophilus	5767	http://amphibiaweb.org/species/5767	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ptochus		Pristimantis ptochus		Eleutherodactylus ptochus	5447	http://amphibiaweb.org/species/5447	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pugnax		Pristimantis pugnax		Eleutherodactylus pugnax	3153	http://amphibiaweb.org/species/3153	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pulvinatus		Pristimantis pulvinatus		Eleutherodactylus pulvinatus	3155	http://amphibiaweb.org/species/3155	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pycnodermis		Pristimantis pycnodermis		Eleutherodactylus pycnodermis	3158	http://amphibiaweb.org/species/3158	
Anura	Strabomantidae	Strabomantinae	Pristimantis		pyrrhomerus		Pristimantis pyrrhomerus		Eleutherodactylus pyrrhomerus	3160	http://amphibiaweb.org/species/3160	
Anura	Strabomantidae	Strabomantinae	Pristimantis		quantus		Pristimantis quantus		Eleutherodactylus quantus	5448	http://amphibiaweb.org/species/5448	
Anura	Strabomantidae	Strabomantinae	Pristimantis		quaquaversus		Pristimantis quaquaversus		Eleutherodactylus quaquaversus	3161	http://amphibiaweb.org/species/3161	
Anura	Strabomantidae	Strabomantinae	Pristimantis		quicato					7742	http://amphibiaweb.org/species/7742	
Anura	Strabomantidae	Strabomantinae	Pristimantis		quinquagesimus		Pristimantis quinquagesimus		Eleutherodactylus quinquagesimus	3162	http://amphibiaweb.org/species/3162	
Anura	Strabomantidae	Strabomantinae	Pristimantis		racemus		Pristimantis racemus		Eleutherodactylus racemus	3163	http://amphibiaweb.org/species/3163	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ramagii		Ischnocnema ramagii		Eleutherodactylus ramagii	3164	http://amphibiaweb.org/species/3164	
Anura	Strabomantidae	Strabomantinae	Pristimantis		reclusas		Pristimantis reclusas		Eleutherodactylus reclusas	6597	http://amphibiaweb.org/species/6597	
Anura	Strabomantidae	Strabomantinae	Pristimantis		reichlei					7239	http://amphibiaweb.org/species/7239	
Anura	Strabomantidae	Strabomantinae	Pristimantis		renjiforum		Pristimantis renjiforum		Eleutherodactylus renjiforum	6155	http://amphibiaweb.org/species/6155	
Anura	Strabomantidae	Strabomantinae	Pristimantis		repens		Pristimantis repens		Eleutherodactylus repens	3168	http://amphibiaweb.org/species/3168	
Anura	Strabomantidae	Strabomantinae	Pristimantis		restrepoi		Pristimantis restrepoi		Eleutherodactylus restrepoi	5584	http://amphibiaweb.org/species/5584	
Anura	Strabomantidae	Strabomantinae	Pristimantis		reticulatus		Pristimantis reticulatus		Eleutherodactylus reticulatus	3169	http://amphibiaweb.org/species/3169	
Anura	Strabomantidae	Strabomantinae	Pristimantis		rhabdocnemus		Pristimantis rhabdocnemus			6536	http://amphibiaweb.org/species/6536	
Anura	Strabomantidae	Strabomantinae	Pristimantis		rhabdolaemus		Pristimantis rhabdolaemus		Eleutherodactylus rhabdolaemus	3170	http://amphibiaweb.org/species/3170	
Anura	Strabomantidae	Strabomantinae	Pristimantis		rhodoplichus		Pristimantis rhodoplichus		Eleutherodactylus rhodoplichus	3173	http://amphibiaweb.org/species/3173	
Anura	Strabomantidae	Strabomantinae	Pristimantis		rhodostichus		Pristimantis rhodostichus		Eleutherodactylus rhodostichus	5883	http://amphibiaweb.org/species/5883	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ridens	Pygmy Rain Frog	Pristimantis ridens		Eleutherodactylus ridens	3176	http://amphibiaweb.org/species/3176	
Anura	Strabomantidae	Strabomantinae	Pristimantis		rivasi					7406	http://amphibiaweb.org/species/7406	
Anura	Strabomantidae	Strabomantinae	Pristimantis		riveroi		Pristimantis riveroi		Eleutherodactylus riveroi	3177	http://amphibiaweb.org/species/3177	
Anura	Strabomantidae	Strabomantinae	Pristimantis		riveti		Pristimantis riveti		Eleutherodactylus riveti	3178	http://amphibiaweb.org/species/3178	
Anura	Strabomantidae	Strabomantinae	Pristimantis		romanorum					7602	http://amphibiaweb.org/species/7602	
Anura	Strabomantidae	Strabomantinae	Pristimantis		rosadoi		Pristimantis rosadoi		Eleutherodactylus rosadoi	3180	http://amphibiaweb.org/species/3180	
Anura	Strabomantidae	Strabomantinae	Pristimantis		roseus		Pristimantis roseus		Eleutherodactylus roseus	3181	http://amphibiaweb.org/species/3181	
Anura	Strabomantidae	Strabomantinae	Pristimantis		royi					7289	http://amphibiaweb.org/species/7289	
Anura	Strabomantidae	Strabomantinae	Pristimantis		rozei		Pristimantis rozei		Eleutherodactylus rozei	3183	http://amphibiaweb.org/species/3183	
Anura	Strabomantidae	Strabomantinae	Pristimantis		rubicundus		Pristimantis rubicundus		Eleutherodactylus rubicundus	3184	http://amphibiaweb.org/species/3184	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ruedai		Pristimantis ruedai		Eleutherodactylus ruedai	5585	http://amphibiaweb.org/species/5585	
Anura	Strabomantidae	Strabomantinae	Pristimantis		rufioculis		Pristimantis rufioculis		Eleutherodactylus rufioculis	5884	http://amphibiaweb.org/species/5884	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ruidus		Pristimantis ruidus		Eleutherodactylus ruidus	3189	http://amphibiaweb.org/species/3189	
Anura	Strabomantidae	Strabomantinae	Pristimantis		ruthveni		Pristimantis ruthveni		Eleutherodactylus ruthveni	3192	http://amphibiaweb.org/species/3192	
Anura	Strabomantidae	Strabomantinae	Pristimantis		sagittulus				Eleutherodactylus sagittulus	6257	http://amphibiaweb.org/species/6257	
Anura	Strabomantidae	Strabomantinae	Pristimantis		salaputium		Pristimantis salaputium		Eleutherodactylus salaputium	3195	http://amphibiaweb.org/species/3195	
Anura	Strabomantidae	Strabomantinae	Pristimantis		saltissimus	Rocket Rainfrog	Pristimantis saltissimus			7025	http://amphibiaweb.org/species/7025	
Anura	Strabomantidae	Strabomantinae	Pristimantis		samaipatae		Pristimantis samaipatae		Eleutherodactylus samaipatae	3193	http://amphibiaweb.org/species/3193	
Anura	Strabomantidae	Strabomantinae	Pristimantis		sanctaemartae		Pristimantis sanctaemartae		Eleutherodactylus sanctaemartae	3197	http://amphibiaweb.org/species/3197	
Anura	Strabomantidae	Strabomantinae	Pristimantis		sanguineus		Pristimantis sanguineus		Eleutherodactylus sanguineus	5450	http://amphibiaweb.org/species/5450	
Anura	Strabomantidae	Strabomantinae	Pristimantis		sarisarinama	Sarisariñama Rain Frog, Ranita de Neblina de Sarisariñama				7220	http://amphibiaweb.org/species/7220	
Anura	Strabomantidae	Strabomantinae	Pristimantis		satagius		Pristimantis satagius		Eleutherodactylus satagius	3194	http://amphibiaweb.org/species/3194	
Anura	Strabomantidae	Strabomantinae	Pristimantis		savagei		Pristimantis savagei		Eleutherodactylus savagei	3199	http://amphibiaweb.org/species/3199	
Anura	Strabomantidae	Strabomantinae	Pristimantis		schultei		Pristimantis schultei		Eleutherodactylus schultei	3202	http://amphibiaweb.org/species/3202	
Anura	Strabomantidae	Strabomantinae	Pristimantis		scitulus		Pristimantis scitulus		Eleutherodactylus scitulus	3205	http://amphibiaweb.org/species/3205	
Anura	Strabomantidae	Strabomantinae	Pristimantis		scoloblepharus		Pristimantis scoloblepharus		Eleutherodactylus scoloblepharus	3206	http://amphibiaweb.org/species/3206	
Anura	Strabomantidae	Strabomantinae	Pristimantis		scolodiscus		Pristimantis scolodiscus		Eleutherodactylus scolodiscus	3207	http://amphibiaweb.org/species/3207	
Anura	Strabomantidae	Strabomantinae	Pristimantis		scopaeus		Pristimantis scopaeus		Eleutherodactylus scopaeus	5587	http://amphibiaweb.org/species/5587	
Anura	Strabomantidae	Strabomantinae	Pristimantis		seorsus		Pristimantis seorsus			7035	http://amphibiaweb.org/species/7035	
Anura	Strabomantidae	Strabomantinae	Pristimantis		serendipitus		Pristimantis serendipitus		Eleutherodactylus serendipitus	5885	http://amphibiaweb.org/species/5885	
Anura	Strabomantidae	Strabomantinae	Pristimantis		shrevei	St. Vincent Frog	Pristimantis shrevei		Eleutherodactylus shrevei, Eleutherodactylus urichi shrevei	3210	http://amphibiaweb.org/species/3210	
Anura	Strabomantidae	Strabomantinae	Pristimantis		signifer		Pristimantis signifer		Eleutherodactylus signifer	5588	http://amphibiaweb.org/species/5588	
Anura	Strabomantidae	Strabomantinae	Pristimantis		silverstonei		Pristimantis silverstonei		Eleutherodactylus silverstonei	5589	http://amphibiaweb.org/species/5589	
Anura	Strabomantidae	Strabomantinae	Pristimantis		simonbolivari		Pristimantis simonbolivari		Eleutherodactylus simonbolivari	3213	http://amphibiaweb.org/species/3213	
Anura	Strabomantidae	Strabomantinae	Pristimantis		simonsii		Pristimantis simonsii		Syrrhophus simonsii, Phrynopus simonsii, Paludicola simonsii	2669	http://amphibiaweb.org/species/2669	
Anura	Strabomantidae	Strabomantinae	Pristimantis		simoteriscus		Pristimantis simoteriscus		Eleutherodactylus simoteriscus	5590	http://amphibiaweb.org/species/5590	
Anura	Strabomantidae	Strabomantinae	Pristimantis		simoterus		Pristimantis simoterus		Eleutherodactylus simoterus	3214	http://amphibiaweb.org/species/3214	
Anura	Strabomantidae	Strabomantinae	Pristimantis		siopelus		Pristimantis siopelus		Eleutherodactylus siopelus	3215	http://amphibiaweb.org/species/3215	
Anura	Strabomantidae	Strabomantinae	Pristimantis		sirnigeli					7603	http://amphibiaweb.org/species/7603	
Anura	Strabomantidae	Strabomantinae	Pristimantis		skydmainos		Pristimantis skydmainos		Eleutherodactylus karcharias, Eleutherodactylus skydmainos	5591	http://amphibiaweb.org/species/5591	
Anura	Strabomantidae	Strabomantinae	Pristimantis		sobetes		Pristimantis sobetes		Eleutherodactylus sobetes	3217	http://amphibiaweb.org/species/3217	
Anura	Strabomantidae	Strabomantinae	Pristimantis		spectabilis		Pristimantis spectabilis			7203	http://amphibiaweb.org/species/7203	
Anura	Strabomantidae	Strabomantinae	Pristimantis		spilogaster		Pristimantis spilogaster		Eleutherodactylus spilogaster	3220	http://amphibiaweb.org/species/3220	
Anura	Strabomantidae	Strabomantinae	Pristimantis		spinosus		Pristimantis spinosus		Eleutherodactylus spinosus	3221	http://amphibiaweb.org/species/3221	
Anura	Strabomantidae	Strabomantinae	Pristimantis		stegolepis					7072	http://amphibiaweb.org/species/7072	
Anura	Strabomantidae	Strabomantinae	Pristimantis		stenodiscus		Pristimantis stenodiscus		Eleutherodactylus stenodiscus	3224	http://amphibiaweb.org/species/3224	
Anura	Strabomantidae	Strabomantinae	Pristimantis		sternothylax		Pristimantis sternothylax		Eleutherodactylus sternothylax	3225	http://amphibiaweb.org/species/3225	
Anura	Strabomantidae	Strabomantinae	Pristimantis		stictoboubonus		Pristimantis stictoboubonus			6782	http://amphibiaweb.org/species/6782	
Anura	Strabomantidae	Strabomantinae	Pristimantis		stictogaster		Pristimantis stictogaster			6537	http://amphibiaweb.org/species/6537	
Anura	Strabomantidae	Strabomantinae	Pristimantis		stipa					7793	http://amphibiaweb.org/species/7793	
Anura	Strabomantidae	Strabomantinae	Pristimantis		subsigillatus		Pristimantis subsigillatus		Eleutherodactylus subsigillatus	3227	http://amphibiaweb.org/species/3227	
Anura	Strabomantidae	Strabomantinae	Pristimantis		suetus		Pristimantis suetus		Eleutherodactylus suetus	5451	http://amphibiaweb.org/species/5451	
Anura	Strabomantidae	Strabomantinae	Pristimantis		sulculus		Pristimantis sulculus		Eleutherodactylus sulculus	3229	http://amphibiaweb.org/species/3229	
Anura	Strabomantidae	Strabomantinae	Pristimantis		supernatis		Pristimantis supernatis		Eleutherodactylus supernatis	3230	http://amphibiaweb.org/species/3230	
Anura	Strabomantidae	Strabomantinae	Pristimantis		surdus		Pristimantis surdus		Eleutherodactylus surdus	3231	http://amphibiaweb.org/species/3231	
Anura	Strabomantidae	Strabomantinae	Pristimantis		susaguae		Pristimantis susaguae		Eleutherodactylus susaguae	6827	http://amphibiaweb.org/species/6827	
Anura	Strabomantidae	Strabomantinae	Pristimantis		taciturnus		Pristimantis taciturnus		Eleutherodactylus taciturnus	6599	http://amphibiaweb.org/species/6599	
Anura	Strabomantidae	Strabomantinae	Pristimantis		taeniatus		Pristimantis taeniatus		Eleutherodactylus taeniatus	3234	http://amphibiaweb.org/species/3234	
Anura	Strabomantidae	Strabomantinae	Pristimantis		tamsitti		Pristimantis tamsitti		Eleutherodactylus tamsitti, Eleutherodactylus latidiscus tamsitti	3236	http://amphibiaweb.org/species/3236	
Anura	Strabomantidae	Strabomantinae	Pristimantis		tantanti		Pristimantis tantanti			6919	http://amphibiaweb.org/species/6919	
Anura	Strabomantidae	Strabomantinae	Pristimantis		tanyrhynchus		Pristimantis tanyrhynchus			7036	http://amphibiaweb.org/species/7036	
Anura	Strabomantidae	Strabomantinae	Pristimantis		tayrona		Pristimantis tayrona		Eleutherodactylus tayrona	3240	http://amphibiaweb.org/species/3240	
Anura	Strabomantidae	Strabomantinae	Pristimantis		telefericus		Pristimantis telefericus			6647	http://amphibiaweb.org/species/6647	
Anura	Strabomantidae	Strabomantinae	Pristimantis		tenebrionis		Pristimantis tenebrionis		Eleutherodactylus tenebrionis	3241	http://amphibiaweb.org/species/3241	
Anura	Strabomantidae	Strabomantinae	Pristimantis		tepuiensis					7073	http://amphibiaweb.org/species/7073	
Anura	Strabomantidae	Strabomantinae	Pristimantis		terraebolivaris		Pristimantis terraebolivaris		Eleutherodactylus terraebolivaris	3243	http://amphibiaweb.org/species/3243	
Anura	Strabomantidae	Strabomantinae	Pristimantis		thectopternus		Pristimantis thectopternus		Eleutherodactylus thectopternus	3244	http://amphibiaweb.org/species/3244	
Anura	Strabomantidae	Strabomantinae	Pristimantis		thymalopsoides		Pristimantis thymalopsoides		Eleutherodactylus thymalopsoides	3247	http://amphibiaweb.org/species/3247	
Anura	Strabomantidae	Strabomantinae	Pristimantis		thymelensis		Pristimantis thymelensis		Eleutherodactylus thymelensis	3248	http://amphibiaweb.org/species/3248	
Anura	Strabomantidae	Strabomantinae	Pristimantis		toftae		Pristimantis toftae		Eleutherodactylus toftae	3250	http://amphibiaweb.org/species/3250	
Anura	Strabomantidae	Strabomantinae	Pristimantis		torrenticola		Pristimantis torrenticola		Eleutherodactylus torrenticola	5452	http://amphibiaweb.org/species/5452	
Anura	Strabomantidae	Strabomantinae	Pristimantis		trachyblepharis		Pristimantis trachyblepharis		Eleutherodactylus trachyblepharis	3251	http://amphibiaweb.org/species/3251	
Anura	Strabomantidae	Strabomantinae	Pristimantis		tribulosus		Pristimantis tribulosus		Eleutherodactylus tribulosus	5595	http://amphibiaweb.org/species/5595	
Anura	Strabomantidae	Strabomantinae	Pristimantis		truebae		Pristimantis truebae		Eleutherodactylus truebae	5596	http://amphibiaweb.org/species/5596	
