order	family	subfamily	genus	clade	species	common_name	gaa_name	synonymies	itis_names	aweb_uid	uri/guid	taxon_notes_public
Anura	Allophrynidae		Allophryne		resplendens					7786	http://amphibiaweb.org/species/7786	
Anura	Allophrynidae		Allophryne		ruthveni	Tukeit-Hill Frog	Allophryne ruthveni		Sphaenorhynchus seabrai, Sphoenohyla seabrai	2059	http://amphibiaweb.org/species/2059	
Anura	Alsodidae		Alsodes		australis		Alsodes australis			5715	http://amphibiaweb.org/species/5715	
Anura	Alsodidae		Alsodes		barrioi		Alsodes barrioi			2552	http://amphibiaweb.org/species/2552	
Anura	Alsodidae		Alsodes		coppingeri				Eupsophus coppingeri	7307	http://amphibiaweb.org/species/7307	
Anura	Alsodidae		Alsodes		gargola		Alsodes gargola			2553	http://amphibiaweb.org/species/2553	
Anura	Alsodidae		Alsodes		hugoi		Alsodes hugoi			5836	http://amphibiaweb.org/species/5836	
Anura	Alsodidae		Alsodes		igneus		Alsodes igneus			6427	http://amphibiaweb.org/species/6427	
Anura	Alsodidae		Alsodes		kaweshkari		Alsodes kaweshkari			5716	http://amphibiaweb.org/species/5716	
Anura	Alsodidae		Alsodes		laevis		Alsodes laevis		Telmatobius laevis	2554	http://amphibiaweb.org/species/2554	
Anura	Alsodidae		Alsodes		montanus		Alsodes montanus		Telmatobius montanus	2555	http://amphibiaweb.org/species/2555	
Anura	Alsodidae		Alsodes		monticola		Alsodes monticola		Eupsophus monticola	2556	http://amphibiaweb.org/species/2556	
Anura	Alsodidae		Alsodes		neuquensis					7893	http://amphibiaweb.org/species/7893	
Anura	Alsodidae		Alsodes		nodosus		Alsodes nodosus		Eupsophus illotus, Eupsophus nodosus	2557	http://amphibiaweb.org/species/2557	
Anura	Alsodidae		Alsodes		norae					7115	http://amphibiaweb.org/species/7115	
Anura	Alsodidae		Alsodes		pehuenche		Alsodes pehuenche			2558	http://amphibiaweb.org/species/2558	
Anura	Alsodidae		Alsodes		tumultuosus		Alsodes tumultuosus			2559	http://amphibiaweb.org/species/2559	
Anura	Alsodidae		Alsodes		valdiviensis		Alsodes valdiviensis			6428	http://amphibiaweb.org/species/6428	
Anura	Alsodidae		Alsodes		vanzolinii		Alsodes vanzolinii			2560	http://amphibiaweb.org/species/2560	
Anura	Alsodidae		Alsodes		verrucosus		Alsodes verrucosus			2561	http://amphibiaweb.org/species/2561	
Anura	Alsodidae		Alsodes		vittatus		Alsodes vittatus			2562	http://amphibiaweb.org/species/2562	
Anura	Alsodidae		Eupsophus		altor	Oncol's ground frog, Rana de hojarasca				7825	http://amphibiaweb.org/species/7825	
Anura	Alsodidae		Eupsophus		calcaratus		Eupsophus calcaratus			2625	http://amphibiaweb.org/species/2625	
Anura	Alsodidae		Eupsophus		contulmoensis	Contulmo Toad	Eupsophus contulmoensis			2626	http://amphibiaweb.org/species/2626	
Anura	Alsodidae		Eupsophus		emiliopugini		Eupsophus emiliopugini			2627	http://amphibiaweb.org/species/2627	
Anura	Alsodidae		Eupsophus		insularis		Eupsophus insularis			2628	http://amphibiaweb.org/species/2628	
Anura	Alsodidae		Eupsophus		migueli	Miguel's Toad	Eupsophus migueli			2629	http://amphibiaweb.org/species/2629	
Anura	Alsodidae		Eupsophus		nahuelbutensis		Eupsophus nahuelbutensis			2630	http://amphibiaweb.org/species/2630	
Anura	Alsodidae		Eupsophus		roseus		Eupsophus roseus		Eupsophus sylvestris, Cystignathus roseus, Cystignathus sylvestris	2631	http://amphibiaweb.org/species/2631	
Anura	Alsodidae		Eupsophus		septentrionalis		Eupsophus septentrionalis			6786	http://amphibiaweb.org/species/6786	
Anura	Alsodidae		Eupsophus		vertebralis		Eupsophus vertebralis			2632	http://amphibiaweb.org/species/2632	
Anura	Alsodidae		Hylorina		sylvatica	Emerald Forest Frog	Hylorina sylvatica			2639	http://amphibiaweb.org/species/2639	
Anura	Alsodidae		Limnomedusa		macroglossa		Limnomedusa macroglossa		Limnomedusa misionis, Cystignathus macroglossus, Litopleura maritimum	2649	http://amphibiaweb.org/species/2649	
Anura	Alytidae	Alytinae	Alytes	Ammoryctis	cisternasii	Iberian midwife toad, Ibersiche geburtshelferkroete, Gripau paridor ibèrec, Iberisk Fødselshjælperfrø, Ibeeria köidikkonn, sapo partero ibérico, sapo partero de cisternas, Apotzar, Alyte de cisternas,	Alytes cisternasii			1519	http://amphibiaweb.org/species/1519	
Anura	Alytidae	Alytinae	Alytes	Baleaphryne	dickhilleni	Midwife toad of Hillenius, Betic midwife toad, sapo partero bético, sapo-parteiro-bético	Alytes dickhilleni			1520	http://amphibiaweb.org/species/1520	
Anura	Alytidae	Alytinae	Alytes	Baleaphryne	maurus		Alytes maurus			6244	http://amphibiaweb.org/species/6244	
Anura	Alytidae	Alytinae	Alytes	Baleaphryne	muletensis	Mallorcan midwife toad, Ferreret, Balearenkroete, Baleaari köidikkonn, Sapilo Balear, Alyte de Majorque, Alyte Balearico, Rospo Ostetrico Balearico, balearen vroedmeesterpad	Alytes muletensis			1521	http://amphibiaweb.org/species/1521	
Anura	Alytidae	Alytinae	Alytes	Alytes	obstetricans	Midwife toad, Tòtil, Gripau llevador, Fødselshjælperfrø, geburtshelferkroete, glockenfrosch, harilik köidikkonn, sapo partero comùn, txantxiku arrunta, alyte accoucheur, crapaud accroucheur, sapo part	Alytes obstetricans			1522	http://amphibiaweb.org/species/1522	
Anura	Alytidae	Discoglossinae	Discoglossus		galganoi	Iberian painted frog, Sapillo Pintojo, Sapinho Sarapintado, Discoglosse de Galgano, Discoglosso di Galgano, Discoglosso Iberico, Râ-de-focinho-pontiagudo, Iberischer Scheibenzüngler, Iberische schijftongkikker	Discoglossus galganoi			5581	http://amphibiaweb.org/species/5581	
Anura	Alytidae	Discoglossinae	Discoglossus		montalentii	Corsican painted frog, Discoglosse corse, Corsischer scheibenzüngler, Korsika ketaskeelkonn, Discoglosso di Montalenti, Discoglosso côrso, Corsicaanse Schijftongkikker	Discoglossus montalentii		Discoglossus montalenti	1525	http://amphibiaweb.org/species/1525	
Anura	Alytidae	Discoglossinae	Discoglossus		nigriventer	Hula Painted Frog, Palestinian Painted Frog	Discoglossus nigriventer			1526	http://amphibiaweb.org/species/1526	
Anura	Alytidae	Discoglossinae	Discoglossus		pictus	Painted frog, Discoglosse peint, Gemalter scheibenzüngler, Sapillo pintojo, Rana dipinta, Granota pintada, Gripau granoter, Malet frø, Kirju ketaskeelkonn, Apo pintatua, Discoglosso dipinto, Schijftongkikker, Kirjosammakko, Skivtunggroda	Discoglossus pictus			1527	http://amphibiaweb.org/species/1527	
Anura	Alytidae	Discoglossinae	Discoglossus		sardus	Tyrrhenian painted frog, Discoglosse sarde, Sardischer scheibenzüngler, Sapillo pintojo de Cerdeña, Thyrrensk Malet frø, Sardi ketaskeelkonn, Discoglosso sardo, Discoglosso tirrenico, Sardijnse Schijftongkikker, Tyrrhenankirjosammako, Tyrrensk Skivtunggro	Discoglossus sardus			1528	http://amphibiaweb.org/species/1528	
Anura	Alytidae	Discoglossinae	Discoglossus		scovazzi		Discoglossus scovazzi			6554	http://amphibiaweb.org/species/6554	
Anura	Arthroleptidae		Arthroleptis		adelphus		Arthroleptis adelphus			1425	http://amphibiaweb.org/species/1425	
Anura	Arthroleptidae		Arthroleptis		adolfifriederici		Arthroleptis adolfifriederici			1426	http://amphibiaweb.org/species/1426	
Anura	Arthroleptidae		Arthroleptis		affinis		Arthroleptis affinis		Arthroleptis schoenebecki	1427	http://amphibiaweb.org/species/1427	
Anura	Arthroleptidae		Arthroleptis		anotis					7881	http://amphibiaweb.org/species/7881	
Anura	Arthroleptidae		Arthroleptis		aureoli		Cardioglossa aureoli			1438	http://amphibiaweb.org/species/1438	
Anura	Arthroleptidae		Arthroleptis		bioko	Bioko Squeaker Frog				7529	http://amphibiaweb.org/species/7529	
Anura	Arthroleptidae		Arthroleptis		bivittatus		Arthroleptis bivittatus			1428	http://amphibiaweb.org/species/1428	
Anura	Arthroleptidae		Arthroleptis		brevipes		Arthroleptis brevipes			1429	http://amphibiaweb.org/species/1429	
Anura	Arthroleptidae		Arthroleptis		carquejai		Arthroleptis carquejai			1430	http://amphibiaweb.org/species/1430	
Anura	Arthroleptidae		Arthroleptis		crusculum	Guinea Screeching Frog	Arthroleptis crusculum		Schoutedenella crusculum	5889	http://amphibiaweb.org/species/5889	
Anura	Arthroleptidae		Arthroleptis		discodactylus		Arthroleptis discodactylus			1456	http://amphibiaweb.org/species/1456	
Anura	Arthroleptidae		Arthroleptis		fichika	Hidden Squeaker Frog				7309	http://amphibiaweb.org/species/7309	
Anura	Arthroleptidae		Arthroleptis		formosus					7706	http://amphibiaweb.org/species/7706	
Anura	Arthroleptidae		Arthroleptis		francei	France's squeaker	Arthroleptis francei			1431	http://amphibiaweb.org/species/1431	
Anura	Arthroleptidae		Arthroleptis		hematogaster		Arthroleptis hematogaster		Schoutedenella hematogaster	5821	http://amphibiaweb.org/species/5821	
Anura	Arthroleptidae		Arthroleptis		kidogo	Tiny Squeaker Frog				7310	http://amphibiaweb.org/species/7310	
Anura	Arthroleptidae		Arthroleptis		krokosua					7095	http://amphibiaweb.org/species/7095	
Anura	Arthroleptidae		Arthroleptis		kutogundua					7827	http://amphibiaweb.org/species/7827	
Anura	Arthroleptidae		Arthroleptis		lameerei		Arthroleptis lameerei		Schoutedenella lameerei, Schoutedenella muta	1458	http://amphibiaweb.org/species/1458	
Anura	Arthroleptidae		Arthroleptis		langeri					7399	http://amphibiaweb.org/species/7399	
Anura	Arthroleptidae		Arthroleptis		lonnbergi		Arthroleptis lonnbergi			7293	http://amphibiaweb.org/species/7293	
Anura	Arthroleptidae		Arthroleptis		loveridgei		Arthroleptis loveridgei		Schoutedenella loveridgei	1459	http://amphibiaweb.org/species/1459	
Anura	Arthroleptidae		Arthroleptis		mossoensis		Arthroleptis mossoensis		Schoutedenella mossoensis	1461	http://amphibiaweb.org/species/1461	
Anura	Arthroleptidae		Arthroleptis		nguruensis					7272	http://amphibiaweb.org/species/7272	
Anura	Arthroleptidae		Arthroleptis		nikeae		Arthroleptis nikeae		Arthroleptis schoenebecki	6247	http://amphibiaweb.org/species/6247	
Anura	Arthroleptidae		Arthroleptis		nimbaensis		Arthroleptis nimbaensis		Schoutedenella nimbaensis	1462	http://amphibiaweb.org/species/1462	
Anura	Arthroleptidae		Arthroleptis		nlonakoensis		Phrynobatrachus nlonakoensis			6863	http://amphibiaweb.org/species/6863	
Anura	Arthroleptidae		Arthroleptis		palava	Problem Squeaker Frog				7528	http://amphibiaweb.org/species/7528	
Anura	Arthroleptidae		Arthroleptis		perreti					7253	http://amphibiaweb.org/species/7253	
Anura	Arthroleptidae		Arthroleptis		phrynoides		Arthroleptis phrynoides		Schoutedenella phrynoides	1463	http://amphibiaweb.org/species/1463	
Anura	Arthroleptidae		Arthroleptis		poecilonotus		Arthroleptis poecilonotus			1464	http://amphibiaweb.org/species/1464	
Anura	Arthroleptidae		Arthroleptis		pyrrhoscelis		Arthroleptis pyrrhoscelis		Schoutedenella pyrrhoscelis	1465	http://amphibiaweb.org/species/1465	
Anura	Arthroleptidae		Arthroleptis		reichei	Poroto Screeching Frog, Reiche's squeaker	Arthroleptis reichei			5888	http://amphibiaweb.org/species/5888	
Anura	Arthroleptidae		Arthroleptis		schubotzi		Arthroleptis schubotzi		Schoutedenella discodactyla, Schoutedenella schubotzi	1466	http://amphibiaweb.org/species/1466	
Anura	Arthroleptidae		Arthroleptis		spinalis		Arthroleptis spinalis		Schoutedenella spinalis	1467	http://amphibiaweb.org/species/1467	
Anura	Arthroleptidae		Arthroleptis		stenodactylus	Common Squeaker, Shovel Footed Squeaker, Dune Squeaker, Savanna Squeaking Frog	Arthroleptis stenodactylus			1432	http://amphibiaweb.org/species/1432	
Anura	Arthroleptidae		Arthroleptis		stridens		Arthroleptis stridens			6946	http://amphibiaweb.org/species/6946	
Anura	Arthroleptidae		Arthroleptis		sylvaticus		Arthroleptis sylvaticus		Schoutedenella sylvatica	1468	http://amphibiaweb.org/species/1468	
Anura	Arthroleptidae		Arthroleptis		taeniatus		Arthroleptis taeniatus			1469	http://amphibiaweb.org/species/1469	
Anura	Arthroleptidae		Arthroleptis		tanneri		Arthroleptis tanneri		Arthroleptis schoenebecki	1433	http://amphibiaweb.org/species/1433	
Anura	Arthroleptidae		Arthroleptis		troglodytes		Arthroleptis troglodytes		Schoutedenella troglodytes	1470	http://amphibiaweb.org/species/1470	
Anura	Arthroleptidae		Arthroleptis		tuberosus		Arthroleptis tuberosus			1434	http://amphibiaweb.org/species/1434	
Anura	Arthroleptidae		Arthroleptis		variabilis		Arthroleptis variabilis			1435	http://amphibiaweb.org/species/1435	
Anura	Arthroleptidae		Arthroleptis		vercammeni		Arthroleptis vercammeni		Schoutedenella vercammeni	1471	http://amphibiaweb.org/species/1471	
Anura	Arthroleptidae		Arthroleptis		wahlbergii	Bush squeaker	Arthroleptis wahlbergii			1436	http://amphibiaweb.org/species/1436	
Anura	Arthroleptidae		Arthroleptis		xenochirus	Plain squeaker	Arthroleptis xenochirus		Schoutedenella xenochirus	1473	http://amphibiaweb.org/species/1473	
Anura	Arthroleptidae		Arthroleptis		xenodactyloides	Dwarf squeaker	Arthroleptis xenodactyloides		Schoutedenella xenodactyloides	1474	http://amphibiaweb.org/species/1474	
Anura	Arthroleptidae		Arthroleptis		xenodactylus		Arthroleptis xenodactylus		Schoutedenella xenodactyla	1475	http://amphibiaweb.org/species/1475	
Anura	Arthroleptidae		Arthroleptis		zimmeri		Arthroleptis zimmeri		Schoutedenella zimmeri	1476	http://amphibiaweb.org/species/1476	
Anura	Arthroleptidae		Astylosternus		batesi		Astylosternus batesi			1479	http://amphibiaweb.org/species/1479	
Anura	Arthroleptidae		Astylosternus		diadematus		Astylosternus diadematus			1481	http://amphibiaweb.org/species/1481	
Anura	Arthroleptidae		Astylosternus		fallax		Astylosternus fallax			1482	http://amphibiaweb.org/species/1482	
Anura	Arthroleptidae		Astylosternus		laticephalus					7790	http://amphibiaweb.org/species/7790	
Anura	Arthroleptidae		Astylosternus		laurenti		Astylosternus laurenti			1483	http://amphibiaweb.org/species/1483	
Anura	Arthroleptidae		Astylosternus		montanus		Astylosternus montanus			1484	http://amphibiaweb.org/species/1484	
Anura	Arthroleptidae		Astylosternus		nganhanus		Astylosternus nganhanus			1485	http://amphibiaweb.org/species/1485	
Anura	Arthroleptidae		Astylosternus		occidentalis		Astylosternus occidentalis			1486	http://amphibiaweb.org/species/1486	
Anura	Arthroleptidae		Astylosternus		perreti		Astylosternus perreti			1487	http://amphibiaweb.org/species/1487	
Anura	Arthroleptidae		Astylosternus		ranoides		Astylosternus ranoides			1488	http://amphibiaweb.org/species/1488	
Anura	Arthroleptidae		Astylosternus		rheophilus		Astylosternus rheophilus			1489	http://amphibiaweb.org/species/1489	
Anura	Arthroleptidae		Astylosternus		schioetzi		Astylosternus schioetzi			1490	http://amphibiaweb.org/species/1490	
Anura	Arthroleptidae		Cardioglossa		alsco		Cardioglossa alsco			6548	http://amphibiaweb.org/species/6548	
Anura	Arthroleptidae		Cardioglossa		cyaneospila		Cardioglossa cyaneospila			1439	http://amphibiaweb.org/species/1439	
Anura	Arthroleptidae		Cardioglossa		elegans		Cardioglossa elegans			1441	http://amphibiaweb.org/species/1441	
Anura	Arthroleptidae		Cardioglossa		escalerae		Cardioglossa escalerae			1442	http://amphibiaweb.org/species/1442	
Anura	Arthroleptidae		Cardioglossa		gracilis		Cardioglossa gracilis			1443	http://amphibiaweb.org/species/1443	
Anura	Arthroleptidae		Cardioglossa		gratiosa		Cardioglossa gratiosa			1444	http://amphibiaweb.org/species/1444	
Anura	Arthroleptidae		Cardioglossa		leucomystax		Cardioglossa leucomystax			1445	http://amphibiaweb.org/species/1445	
Anura	Arthroleptidae		Cardioglossa		manengouba					7207	http://amphibiaweb.org/species/7207	
Anura	Arthroleptidae		Cardioglossa		melanogaster		Cardioglossa melanogaster			1447	http://amphibiaweb.org/species/1447	
Anura	Arthroleptidae		Cardioglossa		nigromaculata		Cardioglossa nigromaculata			1448	http://amphibiaweb.org/species/1448	
Anura	Arthroleptidae		Cardioglossa		occidentalis					7231	http://amphibiaweb.org/species/7231	
Anura	Arthroleptidae		Cardioglossa		oreas		Cardioglossa oreas			1449	http://amphibiaweb.org/species/1449	
Anura	Arthroleptidae		Cardioglossa		pulchra		Cardioglossa pulchra			1450	http://amphibiaweb.org/species/1450	
Anura	Arthroleptidae		Cardioglossa		schioetzi		Cardioglossa schioetzi			1451	http://amphibiaweb.org/species/1451	
Anura	Arthroleptidae		Cardioglossa		trifasciata		Cardioglossa trifasciata			1452	http://amphibiaweb.org/species/1452	
Anura	Arthroleptidae		Cardioglossa		venusta		Cardioglossa venusta			1453	http://amphibiaweb.org/species/1453	
Anura	Arthroleptidae		Leptodactylodon		albiventris		Leptodactylodon albiventris			1492	http://amphibiaweb.org/species/1492	
Anura	Arthroleptidae		Leptodactylodon		axillaris		Leptodactylodon axillaris			1493	http://amphibiaweb.org/species/1493	
Anura	Arthroleptidae		Leptodactylodon		bicolor		Leptodactylodon bicolor			1494	http://amphibiaweb.org/species/1494	
Anura	Arthroleptidae		Leptodactylodon		blanci		Leptodactylodon blanci			5477	http://amphibiaweb.org/species/5477	
Anura	Arthroleptidae		Leptodactylodon		boulengeri		Leptodactylodon boulengeri			1495	http://amphibiaweb.org/species/1495	
Anura	Arthroleptidae		Leptodactylodon		bueanus		Leptodactylodon bueanus			6546	http://amphibiaweb.org/species/6546	
Anura	Arthroleptidae		Leptodactylodon		erythrogaster		Leptodactylodon erythrogaster			1496	http://amphibiaweb.org/species/1496	
Anura	Arthroleptidae		Leptodactylodon		mertensi		Leptodactylodon mertensi			1497	http://amphibiaweb.org/species/1497	
Anura	Arthroleptidae		Leptodactylodon		ornatus		Leptodactylodon ornatus			1498	http://amphibiaweb.org/species/1498	
Anura	Arthroleptidae		Leptodactylodon		ovatus		Leptodactylodon ovatus			1499	http://amphibiaweb.org/species/1499	
Anura	Arthroleptidae		Leptodactylodon		perreti		Leptodactylodon perreti			1500	http://amphibiaweb.org/species/1500	
Anura	Arthroleptidae		Leptodactylodon		polyacanthus		Leptodactylodon polyacanthus			1501	http://amphibiaweb.org/species/1501	
Anura	Arthroleptidae		Leptodactylodon		stevarti		Leptodactylodon stevarti		Leptodactylodon stevartsi	6249	http://amphibiaweb.org/species/6249	
Anura	Arthroleptidae		Leptodactylodon		ventrimarmoratus		Leptodactylodon ventrimarmoratus			1502	http://amphibiaweb.org/species/1502	
Anura	Arthroleptidae		Leptodactylodon		wildi		Leptodactylodon wildi			6547	http://amphibiaweb.org/species/6547	
Anura	Arthroleptidae		Leptopelis		anchietae		Leptopelis anchietae			3632	http://amphibiaweb.org/species/3632	
Anura	Arthroleptidae		Leptopelis		argenteus	Silvery Tree Frog	Leptopelis argenteus		Hylambates argenteus	3633	http://amphibiaweb.org/species/3633	
Anura	Arthroleptidae		Leptopelis		aubryi		Leptopelis aubryi			3634	http://amphibiaweb.org/species/3634	
Anura	Arthroleptidae		Leptopelis		aubryioides		Leptopelis omissus			7267	http://amphibiaweb.org/species/7267	
Anura	Arthroleptidae		Leptopelis		barbouri		Leptopelis barbouri			3635	http://amphibiaweb.org/species/3635	
Anura	Arthroleptidae		Leptopelis		bequaerti		Leptopelis bequaerti			3636	http://amphibiaweb.org/species/3636	
Anura	Arthroleptidae		Leptopelis		bocagii	Bocage's Tree Frog	Leptopelis bocagii			3637	http://amphibiaweb.org/species/3637	
Anura	Arthroleptidae		Leptopelis		boulengeri		Leptopelis boulengeri			3638	http://amphibiaweb.org/species/3638	
Anura	Arthroleptidae		Leptopelis		brevipes		Leptopelis brevipes			3639	http://amphibiaweb.org/species/3639	
Anura	Arthroleptidae		Leptopelis		brevirostris		Leptopelis brevirostris			3640	http://amphibiaweb.org/species/3640	
Anura	Arthroleptidae		Leptopelis		broadleyi		Leptopelis broadleyi		Hylambates argenteus	3641	http://amphibiaweb.org/species/3641	
Anura	Arthroleptidae		Leptopelis		bufonides		Leptopelis bufonides			3642	http://amphibiaweb.org/species/3642	
Anura	Arthroleptidae		Leptopelis		calcaratus		Leptopelis calcaratus			3643	http://amphibiaweb.org/species/3643	
Anura	Arthroleptidae		Leptopelis		christyi		Leptopelis christyi			3644	http://amphibiaweb.org/species/3644	
Anura	Arthroleptidae		Leptopelis		concolor		Leptopelis concolor			3645	http://amphibiaweb.org/species/3645	
Anura	Arthroleptidae		Leptopelis		crystallinoron		Leptopelis crystallinoron			6689	http://amphibiaweb.org/species/6689	
Anura	Arthroleptidae		Leptopelis		cynnamomeus	Cinnamon tree frog	Leptopelis cynnamomeus			3646	http://amphibiaweb.org/species/3646	
Anura	Arthroleptidae		Leptopelis		fenestratus		Leptopelis fenestratus			3647	http://amphibiaweb.org/species/3647	
Anura	Arthroleptidae		Leptopelis		fiziensis		Leptopelis fiziensis			3648	http://amphibiaweb.org/species/3648	
Anura	Arthroleptidae		Leptopelis		flavomaculatus	Yellow-spotted tree frog	Leptopelis flavomaculatus			3649	http://amphibiaweb.org/species/3649	
Anura	Arthroleptidae		Leptopelis		gramineus		Leptopelis gramineus			3650	http://amphibiaweb.org/species/3650	
Anura	Arthroleptidae		Leptopelis		jordani		Leptopelis jordani			3652	http://amphibiaweb.org/species/3652	
Anura	Arthroleptidae		Leptopelis		karissimbensis		Leptopelis karissimbensis			3653	http://amphibiaweb.org/species/3653	
Anura	Arthroleptidae		Leptopelis		kivuensis		Leptopelis kivuensis			3654	http://amphibiaweb.org/species/3654	
Anura	Arthroleptidae		Leptopelis		lebeaui		Leptopelis lebeaui			3655	http://amphibiaweb.org/species/3655	
Anura	Arthroleptidae		Leptopelis		mackayi		Leptopelis mackayi			6879	http://amphibiaweb.org/species/6879	
Anura	Arthroleptidae		Leptopelis		macrotis		Leptopelis macrotis			3656	http://amphibiaweb.org/species/3656	
Anura	Arthroleptidae		Leptopelis		marginatus		Leptopelis marginatus			3657	http://amphibiaweb.org/species/3657	
Anura	Arthroleptidae		Leptopelis		millsoni		Leptopelis millsoni			3658	http://amphibiaweb.org/species/3658	
Anura	Arthroleptidae		Leptopelis		modestus		Leptopelis modestus			3659	http://amphibiaweb.org/species/3659	
Anura	Arthroleptidae		Leptopelis		mossambicus	Mozambique tree frog	Leptopelis mossambicus			5711	http://amphibiaweb.org/species/5711	
Anura	Arthroleptidae		Leptopelis		natalensis	Natal Tree Frog	Leptopelis natalensis			3661	http://amphibiaweb.org/species/3661	
Anura	Arthroleptidae		Leptopelis		nordequatorialis		Leptopelis nordequatorialis			3662	http://amphibiaweb.org/species/3662	
Anura	Arthroleptidae		Leptopelis		notatus		Leptopelis notatus		Habrahyla eiselti, Hylambates notatus, Hylambates tessmanni	3663	http://amphibiaweb.org/species/3663	
Anura	Arthroleptidae		Leptopelis		occidentalis		Leptopelis occidentalis			3664	http://amphibiaweb.org/species/3664	
Anura	Arthroleptidae		Leptopelis		ocellatus		Leptopelis ocellatus			3665	http://amphibiaweb.org/species/3665	
Anura	Arthroleptidae		Leptopelis		oryi		Leptopelis oryi			3667	http://amphibiaweb.org/species/3667	
Anura	Arthroleptidae		Leptopelis		palmatus		Leptopelis palmatus			3668	http://amphibiaweb.org/species/3668	
Anura	Arthroleptidae		Leptopelis		parbocagii		Leptopelis parbocagii			3669	http://amphibiaweb.org/species/3669	
Anura	Arthroleptidae		Leptopelis		parkeri		Leptopelis parkeri			3670	http://amphibiaweb.org/species/3670	
Anura	Arthroleptidae		Leptopelis		parvus		Leptopelis parvus			3671	http://amphibiaweb.org/species/3671	
Anura	Arthroleptidae		Leptopelis		ragazzii		Leptopelis ragazzii			3672	http://amphibiaweb.org/species/3672	
Anura	Arthroleptidae		Leptopelis		rufus		Leptopelis rufus			3673	http://amphibiaweb.org/species/3673	
Anura	Arthroleptidae		Leptopelis		spiritusnoctis		Leptopelis spiritusnoctis			6938	http://amphibiaweb.org/species/6938	
Anura	Arthroleptidae		Leptopelis		susanae		Leptopelis susanae			3674	http://amphibiaweb.org/species/3674	
Anura	Arthroleptidae		Leptopelis		uluguruensis		Leptopelis uluguruensis			3675	http://amphibiaweb.org/species/3675	
Anura	Arthroleptidae		Leptopelis		vannutellii		Leptopelis vannutellii			3676	http://amphibiaweb.org/species/3676	
Anura	Arthroleptidae		Leptopelis		vermiculatus		Leptopelis vermiculatus			3677	http://amphibiaweb.org/species/3677	
Anura	Arthroleptidae		Leptopelis		viridis		Leptopelis viridis			3678	http://amphibiaweb.org/species/3678	
Anura	Arthroleptidae		Leptopelis		xenodactylus	Long-toed Tree Frog	Leptopelis xenodactylus			3679	http://amphibiaweb.org/species/3679	
Anura	Arthroleptidae		Leptopelis		yaldeni		Leptopelis yaldeni			3680	http://amphibiaweb.org/species/3680	
Anura	Arthroleptidae		Leptopelis		zebra		Leptopelis zebra			5854	http://amphibiaweb.org/species/5854	
Anura	Arthroleptidae		Nyctibates		corrugatus		Nyctibates corrugatus			1480	http://amphibiaweb.org/species/1480	
Anura	Arthroleptidae		Scotobleps		gabonicus		Scotobleps gabonicus			1504	http://amphibiaweb.org/species/1504	
Anura	Arthroleptidae		Trichobatrachus		robustus	Hairy Frog	Trichobatrachus robustus			1506	http://amphibiaweb.org/species/1506	
Anura	Ascaphidae		Ascaphus		montanus	Rocky Mountain Tailed Frog, Inland Tailed Frog, Eastern Tailed Frog	Ascaphus montanus			5822	http://amphibiaweb.org/species/5822	
Anura	Ascaphidae		Ascaphus		truei	Pacific Tailed Frog, Coastal Tailed Frog, Western Tailed Frog	Ascaphus truei			2049	http://amphibiaweb.org/species/2049	
Anura	Batrachylidae		Atelognathus		ceii		Atelognathus ceii			5417	http://amphibiaweb.org/species/5417	
Anura	Batrachylidae		Atelognathus	Batrachylinae	jeinimenensis					7696	http://amphibiaweb.org/species/7696	
Anura	Batrachylidae		Atelognathus		nitoi		Atelognathus nitoi			2565	http://amphibiaweb.org/species/2565	
Anura	Batrachylidae		Atelognathus		patagonicus	Patagonia Frog	Atelognathus patagonicus		Telmatobius patagonicus	2566	http://amphibiaweb.org/species/2566	
Anura	Batrachylidae		Atelognathus		praebasalticus		Atelognathus praebasalticus		Telmatobius praebasalticus	2567	http://amphibiaweb.org/species/2567	
Anura	Batrachylidae		Atelognathus		reverberii		Atelognathus reverberii		Telmatobius reverberii	2568	http://amphibiaweb.org/species/2568	
Anura	Batrachylidae		Atelognathus		salai		Atelognathus salai			2569	http://amphibiaweb.org/species/2569	
Anura	Batrachylidae		Atelognathus		solitarius		Atelognathus solitarius			2570	http://amphibiaweb.org/species/2570	
Anura	Batrachylidae		Batrachyla		antartandica		Batrachyla antartandica			2580	http://amphibiaweb.org/species/2580	
Anura	Batrachylidae		Batrachyla		fitzroya		Batrachyla fitzroya			2581	http://amphibiaweb.org/species/2581	
Anura	Batrachylidae		Batrachyla		leptopus		Batrachyla leptopus			2582	http://amphibiaweb.org/species/2582	
Anura	Batrachylidae		Batrachyla		nibaldoi		Batrachyla nibaldoi			5717	http://amphibiaweb.org/species/5717	
Anura	Batrachylidae		Batrachyla		taeniata		Batrachyla taeniata		Eupsophus taeniatus	2583	http://amphibiaweb.org/species/2583	
Anura	Batrachylidae		Chaltenobatrachus		grandisonae		Atelognathus grandisonae			2564	http://amphibiaweb.org/species/2564	
Anura	Bombinatoridae		Barbourula		busuangensis	Philippine Flat-headed Frog	Barbourula busuangensis			2038	http://amphibiaweb.org/species/2038	
Anura	Bombinatoridae		Barbourula		kalimantanensis	Kalimantan Jungle Toad, Bornean Flat-headed Frog	Barbourula kalimantanensis			2039	http://amphibiaweb.org/species/2039	
Anura	Bombinatoridae		Bombina		bombina	Fire-Bellied Toad	Bombina bombina			2041	http://amphibiaweb.org/species/2041	
