order	family	subfamily	genus	subgenus	species	spauthor	year_described	common_name	gaa_name	synonymies	itis_names	iucn	isocc	intro_isocc	aweb_uid	uri/guid	taxon_notes_public
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		decoris	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005	Elegant Shrub Frog	Pseudophilautus decoris			Critically Endangered (CR)	LK		6508	https://amphibiaweb.org/species/6508	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		dilmah	Wickramasinghe, Bandara, Vidanapathirana, Tennakoon, Samarakoon & Wickramasinge, 2015	2015	Dilmah Shrub Frog, Dilmah panduru madiya (Sinhala)					LK		8324	https://amphibiaweb.org/species/8324	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		dimbullae	(Shreve, 1940)	2005		Pseudophilautus dimbullae			Extinct (EX)	LK		6482	https://amphibiaweb.org/species/6482	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		eximius	(Shreve, 1940)			Pseudophilautus eximius			Extinct (EX)	LK		4408	https://amphibiaweb.org/species/4408	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		extirpo	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus extirpo			Extinct (EX)	LK		6504	https://amphibiaweb.org/species/6504	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		femoralis	(Günther, 1864)		Round-snout pygmy frog	Pseudophilautus femoralis			Endangered (EN)	LK		4409	https://amphibiaweb.org/species/4409	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		fergusonianus	(Ahl, 1927)		Ferguson's Tree Frog	Pseudophilautus fergusonianus			Least Concern (LC)	LK		4510	https://amphibiaweb.org/species/4510	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		folicola	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus folicola			Vulnerable (VU)	LK		6488	https://amphibiaweb.org/species/6488	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		frankenbergi	(Meegaskumbura & Manamendra-Arachchi, 2005)	2005	Frankenberg's Shrub Frog	Pseudophilautus frankenbergi			Endangered (EN)	LK		6516	https://amphibiaweb.org/species/6516	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		fulvus	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus fulvus			Endangered (EN)	LK		6496	https://amphibiaweb.org/species/6496	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		hallidayi	(Meegaskumbura & Manamendra-Arachchi, 2005)	2005	Halliday's Shrub Frog	Pseudophilautus hallidayi			Vulnerable (VU)	LK		6517	https://amphibiaweb.org/species/6517	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		halyi	(Boulenger, 1904)	2005		Pseudophilautus halyi			Extinct (EX)	LK		6478	https://amphibiaweb.org/species/6478	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		hankeni	Meegaskumbura & Manamendra-Arachchi, 2011	2011					Endangered (EN)	LK		7618	https://amphibiaweb.org/species/7618	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		hoffmanni	(Meegaskumbura & Manamendra-Arachchi, 2005)	2005		Pseudophilautus hoffmanni			Endangered (EN)	LK		6514	https://amphibiaweb.org/species/6514	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		hoipolloi	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus hoipolloi			Least Concern (LC)	LK		6498	https://amphibiaweb.org/species/6498	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		hypomelas	(Günther, 1876)		Webless Pygmy Tree Frog	Pseudophilautus hypomelas			Endangered (EN)	LK		4417	https://amphibiaweb.org/species/4417	This species has been rediscovered after 137 years by Mendis Wickramasinghe and colleagues (J Threatened Taxa 2013 5:5181-5193) and its status as a distinct taxon reaffirmed. The status should be changed from extinct to critically endangered.
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		jagathgunawardanai	Wickramasinghe, Vidanapathirana, Rajeev, Ariyarathne, Chanaka, Priyantha, Bandara et al., 2013	2013	Jagath Gunawardana's Shrub Frog, Jagath Gunawardange pandura madiya				Critically Endangered (CR)	LK		7987	https://amphibiaweb.org/species/7987	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		kani	(Biju & Bossuyt, 2009)	2009		Pseudophilautus kani			Least Concern (LC)	IN		7261	https://amphibiaweb.org/species/7261	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		karunarathnai	Wickramasinghe, Vidanapathirana, Rajeev, Ariyarathne, Chanaka, Priyantha, Bandara et al., 2013	2013	Karunathna's Shrub Frog; Karunarathnage panduru madiya				Critically Endangered (CR)	LK		7988	https://amphibiaweb.org/species/7988	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		leucorhinus	(Lichtenstein & Martens, 1856)			Pseudophilautus leucorhinus			Extinct (EX)	LK		4426	https://amphibiaweb.org/species/4426	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		limbus	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus limbus			Endangered (EN)	LK		6490	https://amphibiaweb.org/species/6490	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		lunatus	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005	Afro-Asian Tree Frog	Pseudophilautus lunatus			Critically Endangered (CR)	LK		6500	https://amphibiaweb.org/species/6500	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		macropus	(Günther, 1869)		Webtoe tree frog	Pseudophilautus macropus			Critically Endangered (CR)	LK		4517	https://amphibiaweb.org/species/4517	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		maia	(Meegaskumbura, Manamendra-Arachchi, Schneider & Pethiyagoda, 2007)	2007		Pseudophilautus maia			Extinct (EX)	LK		6884	https://amphibiaweb.org/species/6884	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		malcolmsmithi	(Ahl, 1927)	2005		Pseudophilautus malcolmsmithi			Extinct (EX)	LK		6480	https://amphibiaweb.org/species/6480	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		manipurensis		2009			Philautus manipurensis			IN		7321	https://amphibiaweb.org/species/7321	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		microtympanum	(Günther, 1858)			Pseudophilautus microtympanum			Endangered (EN)	LK		4434	https://amphibiaweb.org/species/4434	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		mittermeieri	(Meegaskumbura & Manamendra-Arachchi, 2005)	2005	Mittermeier's Shrub Frog	Pseudophilautus mittermeieri			Vulnerable (VU)	LK		6515	https://amphibiaweb.org/species/6515	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		mooreorum	(Meegaskumbura & Manamendra-Arachchi, 2005)	2005		Pseudophilautus mooreorum			Critically Endangered (CR)	LK		6512	https://amphibiaweb.org/species/6512	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		nanus	(Günther, 1869)			Pseudophilautus nanus			Extinct (EX)	LK		6076	https://amphibiaweb.org/species/6076	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		nasutus	(Günther, 1869)			Pseudophilautus nasutus			Extinct (EX)	LK		4438	https://amphibiaweb.org/species/4438	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		nemus	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus nemus			Endangered (EN)	LK		6510	https://amphibiaweb.org/species/6510	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		newtonjayawardanei	Wickramasinghe, Vidanapathirana, Rajeev, Ariyarathne, Chanaka, Priyantha, Bandara et al., 2013	2013	Newton Jayawardane's Shrub Frog; Newton Jayawardanege panduru madiya				Critically Endangered (CR)	LK		7989	https://amphibiaweb.org/species/7989	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		ocularis	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus ocularis			Critically Endangered (CR)	LK		6507	https://amphibiaweb.org/species/6507	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		oxyrhynchus	(Günther, 1872)	2005		Pseudophilautus oxyrhynchus			Extinct (EX)	LK		6477	https://amphibiaweb.org/species/6477	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		papillosus	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus papillosus			Critically Endangered (CR)	LK		6501	https://amphibiaweb.org/species/6501	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		pardus	(Meegaskumbura, Manamendra-Arachchi, Schneider & Pethiyagoda, 2007)	2006		Pseudophilautus pardus			Extinct (EX)	LK		6883	https://amphibiaweb.org/species/6883	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		pleurotaenia	(Boulenger, 1904)			Pseudophilautus pleurotaenia			Endangered (EN)	LK		6086	https://amphibiaweb.org/species/6086	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		poppiae	(Meegaskumbura & Manamendra-Arachchi, 2005)	2005		Pseudophilautus poppiae			Critically Endangered (CR)	LK		6513	https://amphibiaweb.org/species/6513	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		popularis	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus popularis			Vulnerable (VU)	LK		6494	https://amphibiaweb.org/species/6494	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		procax	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus procax			Critically Endangered (CR)	LK		6502	https://amphibiaweb.org/species/6502	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		puranappu	Wickramasinghe, Vidanapathirana, Rajeev, Ariyarathne, Chanaka, Priyantha, Bandara et al., 2013	2013	Puran Appu's Shrub Frog; Puran Appuge panduru madiya				Endangered (EN)	LK		7990	https://amphibiaweb.org/species/7990	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		regius	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus regius			Least Concern (LC)	LK		6492	https://amphibiaweb.org/species/6492	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		reticulatus	(Günther, 1864)		Reticulate tree frog	Pseudophilautus reticulatus			Endangered (EN)	LK		4533	https://amphibiaweb.org/species/4533	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		rugatus	(Ahl, 1927)	2005		Pseudophilautus rugatus			Extinct (EX)	LK		6481	https://amphibiaweb.org/species/6481	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		rus	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005	Kandyan shrub frog	Pseudophilautus rus			Near Threatened (NT)	LK		6493	https://amphibiaweb.org/species/6493	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		sahai	(Sarkar & Ray, 2006)	2006		Raorchestes sahai	Raorchestes sahai		Data Deficient (DD)	IN		6875	https://amphibiaweb.org/species/6875	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		samarakoon	Wickramasinghe, Vidanapathirana, Rajeev, Ariyarathne, Chanaka, Priyantha, Bandara et al., 2013	2013	Samarakoon's Shrub Frog; Samarakoonge panduru madiya				Critically Endangered (CR)	LK		7991	https://amphibiaweb.org/species/7991	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		sarasinorum	(Müller, 1887)	2005		Pseudophilautus sarasinorum			Endangered (EN)	LK		6483	https://amphibiaweb.org/species/6483	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		schmarda	(Kelaart, 1854)		Conical wart pygmy tree frog	Pseudophilautus schmarda	Theloderma schmardanum	Theloderma schmardanum	Endangered (EN)	LK		4554	https://amphibiaweb.org/species/4554	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		schneideri	Meegaskumbura & Manamendra-Arachchi, 2011	2011					Vulnerable (VU)	LK		7617	https://amphibiaweb.org/species/7617	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		semiruber	(Annandale, 1913)	2005		Pseudophilautus semiruber			Endangered (EN)	LK		6484	https://amphibiaweb.org/species/6484	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		silus	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus silus			Endangered (EN)	LK		6511	https://amphibiaweb.org/species/6511	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		silvaticus	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus silvaticus			Endangered (EN)	LK		6509	https://amphibiaweb.org/species/6509	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		simba	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus simba			Critically Endangered (CR)	LK		6495	https://amphibiaweb.org/species/6495	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		singu	(Meegaskumbura, Manamendra-Arachchi & Pethiyagoda, 2009)	2009		Pseudophilautus singu			Endangered (EN)	LK		7313	https://amphibiaweb.org/species/7313	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		sirilwijesundarai	Wickramasinghe, Vidanapathirana, Rajeev, Ariyarathne, Chanaka, Priyantha, Bandara et al., 2013	2013	Siril Wijesundara's Shrub Frog, Siril Wijesundarage panduru madiya				Critically Endangered (CR)	LK		7992	https://amphibiaweb.org/species/7992	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		sordidus	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus sordidus			Near Threatened (NT)	LK		6505	https://amphibiaweb.org/species/6505	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		steineri	(Meegaskumbura & Manamendra-Arachchi, 2005)	2005		Pseudophilautus steineri			Endangered (EN)	LK		6518	https://amphibiaweb.org/species/6518	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		stellatus	(Kelaart, 1853)			Pseudophilautus stellatus			Critically Endangered (CR)	LK		6077	https://amphibiaweb.org/species/6077	Recently rediscovered and affirmed as a distinct taxon by Wickramasinghe and  colleagues   (Zootaxa 3620:112-128).  Its status should be changed from Extinct to  Critically Endangered.
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		stictomerus	(Günther, 1876)			Pseudophilautus stictomerus			Vulnerable (VU)	LK		4456	https://amphibiaweb.org/species/4456	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		stuarti	(Meegaskumbura & Manamendra-Arachchi, 2005)	2005	Stuart's Shrub Frog	Pseudophilautus stuarti			Critically Endangered (CR)	LK		6519	https://amphibiaweb.org/species/6519	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		tanu	(Meegaskumbura, Manamendra-Arachchi & Pethiyagoda, 2009)	2009		Pseudophilautus tanu			Endangered (EN)	LK		7312	https://amphibiaweb.org/species/7312	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		temporalis	(Günther, 1864)			Pseudophilautus temporalis			Extinct (EX)	LK		4461	https://amphibiaweb.org/species/4461	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		variabilis	(Günther, 1858)	1858		Pseudophilautus variabilis			Extinct (EX)	LK		7273	https://amphibiaweb.org/species/7273	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		viridis	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Raorchestes viridis	Raorchestes viridis		Endangered (EN)	LK		6487	https://amphibiaweb.org/species/6487	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		wynaadensis	(Jerdon, 1853)			Pseudophilautus wynaadensis			Endangered (EN)	IN		6075	https://amphibiaweb.org/species/6075	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		zal	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus zal			Extinct (EX)	LK		6485	https://amphibiaweb.org/species/6485	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		zimmeri	(Ahl, 1927)	2005		Pseudophilautus zimmeri			Extinct (EX)	LK		6479	https://amphibiaweb.org/species/6479	
Anura	Rhacophoridae	Rhacophorinae	Pseudophilautus		zorro	(Manamendra-Arachchi & Pethiyagoda, 2005)	2005		Pseudophilautus zorro			Vulnerable (VU)	LK		6489	https://amphibiaweb.org/species/6489	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		agasthyaensis	Zachariah, Dinesh, Kunhikrishnan, Das, Raju, Radhakrishnan, Palot & Kalesh, 2011	2011						IN		7680	https://amphibiaweb.org/species/7680	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		akroparallagi	(Biju & Bossuyt, 2009)	2009		Raorchestes akroparallagi			Least Concern (LC)	IN		7254	https://amphibiaweb.org/species/7254	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		andersoni	(Ahl, 1927)			Theloderma andersoni	Theloderma andersoni		Least Concern (LC)	CN,IN,MM		6079	https://amphibiaweb.org/species/6079	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		anili	(Biju & Bossuyt, 2006)	2006	Anil's Bush Frog	Raorchestes anili			Least Concern (LC)	IN		6729	https://amphibiaweb.org/species/6729	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		annandalii	(Boulenger, 1906)			Raorchestes annandalii			Least Concern (LC)	BD,BT,IN,NP		4390	https://amphibiaweb.org/species/4390	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		archeos	Vijayakumar, Dinesh, Prabhu & Shanker, 2014	2014						IN		8264	https://amphibiaweb.org/species/8264	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		aureus	Vijayakumar, Dinesh, Prabhu & Shanker, 2014	2014						IN		8265	https://amphibiaweb.org/species/8265	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		beddomii	(Günther, 1876)			Raorchestes beddomii			Near Threatened (NT)	IN		4394	https://amphibiaweb.org/species/4394	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		blandus	Vijayakumar, Dinesh, Prabhu & Shanker, 2014	2014						IN		8266	https://amphibiaweb.org/species/8266	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		bobingeri	(Biju & Bossuyt, 2005)	2005		Raorchestes bobingeri			Vulnerable (VU)	IN		6416	https://amphibiaweb.org/species/6416	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		bombayensis	(Annandale, 1919)			Raorchestes bombayensis			Vulnerable (VU)	IN		4395	https://amphibiaweb.org/species/4395	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		cangyuanensis	Wu, Suwannapoom, Xu, Murphy & Che, 2019	2019						CN		9099	https://amphibiaweb.org/species/9099	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		chalazodes	(Günther, 1876)		Chalazodes Bubble Nest Frog, Günther's Bush Frog, White-spotted Bush Frog	Raorchestes chalazodes			Critically Endangered (CR)	IN		4399	https://amphibiaweb.org/species/4399	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		charius	(Rao, 1937)			Raorchestes charius			Endangered (EN)	IN		4400	https://amphibiaweb.org/species/4400	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		chlorosomma	(Biju & Bossuyt, 2009)	2009		Raorchestes chlorosomma			Critically Endangered (CR)	IN		7265	https://amphibiaweb.org/species/7265	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		chotta	(Biju & Bossuyt, 2009)	2009		Raorchestes chotta			Data Deficient (DD)	IN		7256	https://amphibiaweb.org/species/7256	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		chromasynchysi	(Biju & Bossuyt, 2009)	2009		Raorchestes chromasynchysi			Vulnerable (VU)	IN		7257	https://amphibiaweb.org/species/7257	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		coonoorensis	(Biju & Bossuyt, 2009)	2009		Raorchestes coonoorensis			Least Concern (LC)	IN		7258	https://amphibiaweb.org/species/7258	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		crustai	Zachariah, Dinesh, Kunhikrishnan, Das, Raju, Radhakrishnan, Palot & Kalesh, 2011	2011						IN		7681	https://amphibiaweb.org/species/7681	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		drutaahu	Garg, Suyesh, Das, Bee & Biju, 2021	2021	Fast-calling Shrub Frog					IN		9330	https://amphibiaweb.org/species/9330	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		dubois	(Biju & Bossuyt, 2006)	2006	Kodaikanal Bush Frog, Koadaikanal Bush Frog	Raorchestes dubois			Vulnerable (VU)	IN		6730	https://amphibiaweb.org/species/6730	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		dulongensis		2021						CN		9345	https://amphibiaweb.org/species/9345	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		echinatus	Vijayakumar, Dinesh, Prabhu & Shanker, 2014	2014						IN		8267	https://amphibiaweb.org/species/8267	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		flaviocularis	Vijayakumar, Dinesh, Prabhu & Shanker, 2014	2014						IN		8269	https://amphibiaweb.org/species/8269	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		flaviventris	(Boulenger, 1882)	1882	Malabar Bubble-nest Frog, Yellow-bellied Bush Frog	Raorchestes flaviventris	Raorchestes emeraldi, Pseudophilautus flaviventris		Data Deficient (DD)	IN		8402	https://amphibiaweb.org/species/8402	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		ghatei	Padhye, Sayyed, Jadhav & Dahanukar, 2013	2013	Ghate's Shrub Frog					IN		8099	https://amphibiaweb.org/species/8099	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		glandulosus	(Jerdon, 1853)			Raorchestes glandulosus			Vulnerable (VU)	IN		4412	https://amphibiaweb.org/species/4412	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		graminirupes	(Biju & Bossuyt, 2005)	2005		Raorchestes graminirupes			Vulnerable (VU)	IN		6417	https://amphibiaweb.org/species/6417	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		griet	(Bossuyt, 2002)	2002		Raorchestes griet			Critically Endangered (CR)	IN		6525	https://amphibiaweb.org/species/6525	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		gryllus	(Smith, 1924)			Raorchestes gryllus			Vulnerable (VU)	VN		4414	https://amphibiaweb.org/species/4414	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		hassanensis	(Dutta, 1985)	1985						IN		8964	https://amphibiaweb.org/species/8964	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		hillisi	Jiang, Ren, Guo, Wang & Li, 2020	2020						CN		9315	https://amphibiaweb.org/species/9315	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		honnametti	Gururaja, Priti, Roshmi & Aravind, 2016	2016	Honnametti bush frog					IN		8453	https://amphibiaweb.org/species/8453	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		huanglianshan	Jiang, Wang, Ren & Li, 2020	2020	English: Huanglianshan Bush Frogs; Chinese: Huang Lian Shan Guan Shu Wa (黄连 山灌树蛙).					CN		9316	https://amphibiaweb.org/species/9316	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		indigo	Vijayakumar, Dinesh, Prabhu & Shanker, 2014	2014						IN		8270	https://amphibiaweb.org/species/8270	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		jayarami	(Biju & Bossuyt, 2009)	2009						IN		7259	https://amphibiaweb.org/species/7259	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		johnceei	Zachariah, Dinesh, Kunhikrishnan, Das, Raju, Radhakrishnan, Palot & Kalesh, 2011	2011						IN		7682	https://amphibiaweb.org/species/7682	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		kadalarensis	Zachariah, Dinesh, Kunhikrishnan, Das, Raju, Radhakrishnan, Palot & Kalesh, 2011	2011						IN		7683	https://amphibiaweb.org/species/7683	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		kaikatti	(Biju & Bossuyt, 2009)	2009		Raorchestes kaikatti			Critically Endangered (CR)	IN		7260	https://amphibiaweb.org/species/7260	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		kakachi	Seshadri, Gururaja & Aravind, 2012	2012	Kakachi shrub frog					IN		7886	https://amphibiaweb.org/species/7886	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		kakkayamensis	Garg, Suyesh, Das, Bee & Biju, 2021	2021	Kakkayam Shrub Frog					IN		9331	https://amphibiaweb.org/species/9331	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		keirasabinae	Garg, Suyesh, Das, Bee & Biju, 2021	2021	Keira’s Shrub Frog					IN		9332	https://amphibiaweb.org/species/9332	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		kollimalai		2020	Kollimalai bush frog					IN		9299	https://amphibiaweb.org/species/9299	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		lechiya	Zachariah, Cyriac, Chandramohan, Ansil, Mathew, Raju & Abraham, 2016	2016	Lechiyappan's bush frog					IN		8490	https://amphibiaweb.org/species/8490	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		leucolatus	Vijayakumar, Dinesh, Prabhu & Shanker, 2014	2014						IN		8271	https://amphibiaweb.org/species/8271	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		longchuanensis	(Yang & Li, 1978)			Raorchestes longchuanensis			Least Concern (LC)	BD,CN		4427	https://amphibiaweb.org/species/4427	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		luteolus	(Kuramoto & Joshy, 2003)	2003	Coorg Yellow Bush Frog	Raorchestes luteolus	Philautus neelanethrus		Data Deficient (DD)	IN		6262	https://amphibiaweb.org/species/6262	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		manohari	Zachariah, Dinesh, Kunhikrishnan, Das, Raju, Radhakrishnan, Palot & Kalesh, 2011	2011						IN		7684	https://amphibiaweb.org/species/7684	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		marki	(Biju & Bossuyt, 2009)	2009		Raorchestes marki			Critically Endangered (CR)	IN		7262	https://amphibiaweb.org/species/7262	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		menglaensis	(Kou, 1990)			Raorchestes menglaensis			Least Concern (LC)	CN		4432	https://amphibiaweb.org/species/4432	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		munnarensis	(Biju & Bossuyt, 2009)	2009		Raorchestes munnarensis			Critically Endangered (CR)	IN		7263	https://amphibiaweb.org/species/7263	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		nerostagona	(Biju & Bossuyt, 2005)	2005		Raorchestes nerostagona			Endangered (EN)	IN		6526	https://amphibiaweb.org/species/6526	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		ochlandrae	(Gururaja, Dinesh, Palot, Radhakrishnan & Ramachandra, 2007)	2007	Ochlandra shrub frog	Raorchestes ochlandrae			Data Deficient (DD)	IN		6999	https://amphibiaweb.org/species/6999	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		parvulus	(Boulenger, 1893)			Raorchestes parvulus			Least Concern (LC)	BD,KH,LA,MY,MM,TH,VN		4444	https://amphibiaweb.org/species/4444	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		ponmudi	(Biju & Bossuyt, 2005)	2005	Large Ponmudi Bush Frog	Raorchestes ponmudi			Critically Endangered (CR)	IN		6652	https://amphibiaweb.org/species/6652	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		primarrumpfi	Vijayakumar, Dinesh, Prabhu & Shanker, 2014	2014						IN		8272	https://amphibiaweb.org/species/8272	
Anura	Rhacophoridae	Rhacophorinae	Raorchestes		ravii	Zachariah, Dinesh, Kunhikrishnan, Das, Raju, Radhakrishnan, Palot & Kalesh, 2011	2011						IN		7685	https://amphibiaweb.org/species/7685	
