order	family	subfamily	genus	subgenus	species	spauthor	year_described	common_name	gaa_name	synonymies	itis_names	iucn	isocc	intro_isocc	aweb_uid	uri/guid	taxon_notes_public
Anura	Allophrynidae		Allophryne		relicta	Caramaschi, Orrico, Faivovich, Dias & Solé, 2013	2013						BR		8097	https://amphibiaweb.org/species/8097	
Anura	Allophrynidae		Allophryne		resplendens	Castroviejo-Fisher, Pérez-Peña, Padial & Guayasamin, 2012	2012	Resplendent Frog					PE		7786	https://amphibiaweb.org/species/7786	
Anura	Allophrynidae		Allophryne		ruthveni	Gaige, 1926		Tukeit-Hill Frog	Allophryne ruthveni	Sphaenorhynchus seabrai, Sphoenohyla seabrai, Dryomelictes seabrai 	Sphaenorhynchus seabrai, Sphoenohyla seabrai	Least Concern (LC)	VE,SR,GY,GF,BR		2059	https://amphibiaweb.org/species/2059	
Anura	Alsodidae		Alsodes		australis	Formas, Úbeda, Cuevas & Nuñez, 1997			Alsodes australis			Data Deficient (DD)	CL,AR		5715	https://amphibiaweb.org/species/5715	
Anura	Alsodidae		Alsodes		barrioi	Veloso, Diaz, Iturra-Constant & Penna, 1981			Alsodes barrioi			Endangered (EN)	CL		2552	https://amphibiaweb.org/species/2552	
Anura	Alsodidae		Alsodes		cantillanensis	Charrier, Correa-Quezada, Castro & Méndez-Torres, 2015	2015	Cantillana Spiny-Chest Frog	Alsodes cantillanensis			Critically Endangered (CR)	CL		8311	https://amphibiaweb.org/species/8311	
Anura	Alsodidae		Alsodes		coppingeri	(Günther, 1881)	2008			Eupsophus coppingeri	Eupsophus coppingeri	Data Deficient (DD)	CL		7307	https://amphibiaweb.org/species/7307	
Anura	Alsodidae		Alsodes		gargola	Gallardo, 1970			Alsodes gargola			Least Concern (LC)	AR,CL		2553	https://amphibiaweb.org/species/2553	
Anura	Alsodidae		Alsodes		hugoi	Cuevas & Formas, 2001	2001		Alsodes hugoi			Vulnerable (VU)	CL		5836	https://amphibiaweb.org/species/5836	
Anura	Alsodidae		Alsodes		igneus	Cuevas & Formas, 2005	2005		Alsodes igneus			Vulnerable (VU)	CL		6427	https://amphibiaweb.org/species/6427	
Anura	Alsodidae		Alsodes		kaweshkari	Formas, Cuevas & Nuñez, 1998			Alsodes kaweshkari			Data Deficient (DD)	CL		5716	https://amphibiaweb.org/species/5716	
Anura	Alsodidae		Alsodes		montanus	(Lataste, 1902)			Alsodes montanus	Telmatobius montanus	Telmatobius montanus	Vulnerable (VU)	AR,CL		2555	https://amphibiaweb.org/species/2555	
Anura	Alsodidae		Alsodes		monticola	Bell, 1843			Alsodes monticola	Eupsophus monticola	Eupsophus monticola	Data Deficient (DD)	CL		2556	https://amphibiaweb.org/species/2556	
Anura	Alsodidae		Alsodes		neuquensis	Cei, 1976	2012					Endangered (EN)	AR		7893	https://amphibiaweb.org/species/7893	
Anura	Alsodidae		Alsodes		nodosus	(Duméril & Bibron, 1841)			Alsodes nodosus	Eupsophus illotus, Eupsophus nodosus	Eupsophus illotus, Eupsophus nodosus	Near Threatened (NT)	AR,CL		2557	https://amphibiaweb.org/species/2557	
Anura	Alsodidae		Alsodes		norae	Cuevas, 2008	2008		Alsodes norae			Endangered (EN)	CL		7115	https://amphibiaweb.org/species/7115	
Anura	Alsodidae		Alsodes		pehuenche	Cei, 1976			Alsodes pehuenche			Critically Endangered (CR)	AR,CL		2558	https://amphibiaweb.org/species/2558	
Anura	Alsodidae		Alsodes		tumultuosus	Veloso, Iturra-Constant & Galleguillos-G., 1979			Alsodes tumultuosus			Vulnerable (VU)	CL		2559	https://amphibiaweb.org/species/2559	
Anura	Alsodidae		Alsodes		valdiviensis	Formas, Cuevas & Brieva, 2002	2002		Alsodes valdiviensis			Endangered (EN)	CL		6428	https://amphibiaweb.org/species/6428	
Anura	Alsodidae		Alsodes		vanzolinii	(Donoso-Barros, 1974)		Vanzolini's Spiny-Chest Frog	Alsodes vanzolinii			Endangered (EN)	CL		2560	https://amphibiaweb.org/species/2560	
Anura	Alsodidae		Alsodes		verrucosus	(Philippi, 1902)			Alsodes verrucosus			Endangered (EN)	AR,CL		2561	https://amphibiaweb.org/species/2561	
Anura	Alsodidae		Alsodes		vittatus	(Philippi, 1902)			Alsodes vittatus			Data Deficient (DD)	CL		2562	https://amphibiaweb.org/species/2562	
Anura	Alsodidae		Eupsophus		calcaratus	(Günther, 1881)			Eupsophus calcaratus	Zachaenus roseus		Least Concern (LC)	CL		2625	https://amphibiaweb.org/species/2625	
Anura	Alsodidae		Eupsophus		emiliopugini	Formas, 1989			Eupsophus emiliopugini			Least Concern (LC)	CL		2627	https://amphibiaweb.org/species/2627	
Anura	Alsodidae		Eupsophus		insularis	(Philippi, 1902)			Eupsophus insularis			Critically Endangered (CR)	CL		2628	https://amphibiaweb.org/species/2628	
Anura	Alsodidae		Eupsophus		migueli	Formas, 1978		Miguel's Toad	Eupsophus migueli	Eupsophus altor		Endangered (EN)	CL		2629	https://amphibiaweb.org/species/2629	
Anura	Alsodidae		Eupsophus		roseus	(Duméril & Bibron, 1841)			Eupsophus roseus	Eupsophus contulmoensis, Eupsophus nahuelbutensis, Eupsophus septentrionalis, Eupsophus sylvestris, Cystignathus roseus, Cystignathus sylvestris	Eupsophus sylvestris, Cystignathus roseus, Cystignathus sylvestris	Least Concern (LC)	CL,AR		2631	https://amphibiaweb.org/species/2631	
Anura	Alsodidae		Eupsophus		vertebralis	Grandison, 1961	1961		Eupsophus vertebralis			Least Concern (LC)	CL		2632	https://amphibiaweb.org/species/2632	
Anura	Alsodidae		Limnomedusa		macroglossa	(Duméril & Bibron, 1841)			Limnomedusa macroglossa	Limnomedusa misionis, Cystignathus macroglossus, Litopleura maritimum	Limnomedusa misionis, Cystignathus macroglossus, Litopleura maritimum	Least Concern (LC)	UY,BR,AR		2649	https://amphibiaweb.org/species/2649	
Anura	Alytidae	Alytinae	Alytes		almogavarii	Arntzen & García-París, 1995	1995	Catalonian Midwife Toad					FR,ES		9138	https://amphibiaweb.org/species/9138	
Anura	Alytidae	Alytinae	Alytes	Ammoryctis	cisternasii	Boscá, 1879		Iberian Midwife Toad, Ibersiche geburtshelferkroete, Gripau paridor ibèrec, Iberisk Fødselshjælperfrø, Ibeeria köidikkonn, sapo partero ibérico, sapo partero de cisternas, Apotzar, Alyte de cisternas,	Alytes cisternasii			Least Concern (LC)	ES,PT		1519	https://amphibiaweb.org/species/1519	
Anura	Alytidae	Alytinae	Alytes	Baleaphryne	dickhilleni	Arntzen & García-París, 1995		Midwife Toad of Hillenius, Betic midwife toad, sapo partero bético, sapo-parteiro-bético	Alytes dickhilleni			Vulnerable (VU)	ES		1520	https://amphibiaweb.org/species/1520	
Anura	Alytidae	Alytinae	Alytes	Baleaphryne	maurus	Pasteur & Bons, 1962	2004	Moroccan Midwife Toad	Alytes maurus			Near Threatened (NT)	DZ,MA		6244	https://amphibiaweb.org/species/6244	
Anura	Alytidae	Alytinae	Alytes	Baleaphryne	muletensis	(Sanchíz & Adrover, 1979)		Mallorcan Midwife Toad, Ferreret, Balearenkroete, Baleaari köidikkonn, Sapilo Balear, Alyte de Majorque, Alyte Balearico, Rospo Ostetrico Balearico, balearen vroedmeesterpad	Alytes muletensis			Endangered (EN)	ES		1521	https://amphibiaweb.org/species/1521	
Anura	Alytidae	Alytinae	Alytes	Alytes	obstetricans	(Laurenti, 1768)		Midwife Toad, Tòtil, Gripau llevador, Fødselshjælperfrø, geburtshelferkroete, glockenfrosch, harilik köidikkonn, sapo partero comùn, txantxiku arrunta, alyte accoucheur, crapaud accroucheur, sapo part	Alytes obstetricans			Least Concern (LC)	BE,FR,DE,IT,LU,NL,PT,ES,CH,GB	GB	1522	https://amphibiaweb.org/species/1522	
Anura	Alytidae	Discoglossinae	Discoglossus		galganoi	Capula, Nascetti, Lanza, Bullini & Crespo, 1985		Iberian Painted Frog, Sapillo Pintojo, Sapinho Sarapintado, Discoglosse de Galgano, Discoglosso di Galgano, Discoglosso Iberico, Râ-de-focinho-pontiagudo, Iberischer Scheibenzüngler, Iberische schijftongkikker	Discoglossus galganoi	Discoglossus jeanneae		Least Concern (LC)	ES,PT		5581	https://amphibiaweb.org/species/5581	
Anura	Alytidae	Discoglossinae	Discoglossus		montalentii	Lanza, Nascetti, Capula & Bullini, 1984		Corsican painted frog, Discoglosse corse, Corsischer scheibenzüngler, Korsika ketaskeelkonn, Discoglosso di Montalenti, Discoglosso côrso, Corsicaanse Schijftongkikker	Discoglossus montalentii	Discoglossus montalenti	Discoglossus montalenti	Near Threatened (NT)	FR		1525	https://amphibiaweb.org/species/1525	
Anura	Alytidae	Discoglossinae	Discoglossus		pictus	Otth, 1837		Painted frog, Discoglosse peint, Gemalter scheibenzüngler, Sapillo pintojo, Rana dipinta, Granota pintada, Gripau granoter, Malet frø, Kirju ketaskeelkonn, Apo pintatua, Discoglosso dipinto, Schijftongkikker, Kirjosammakko, Skivtunggroda	Discoglossus pictus			Least Concern (LC)	DZ,FR,IT,MT,MA,ES,TN		1527	https://amphibiaweb.org/species/1527	
Anura	Alytidae	Discoglossinae	Discoglossus		sardus	Tschudi, 1837		Tyrrhenian painted frog, Discoglosse sarde, Sardischer scheibenzüngler, Sapillo pintojo de Cerdeña, Thyrrensk Malet frø, Sardi ketaskeelkonn, Discoglosso sardo, Discoglosso tirrenico, Sardijnse Schijftongkikker, Tyrrhenankirjosammako, Tyrrensk Skivtunggro	Discoglossus sardus			Least Concern (LC)	IT,FR		1528	https://amphibiaweb.org/species/1528	
Anura	Alytidae	Discoglossinae	Discoglossus		scovazzi	Camerano, 1878	2004	Moroccan Painted Frog	Discoglossus scovazzi			Least Concern (LC)	DZ,MA,ES		6554	https://amphibiaweb.org/species/6554	
Anura	Alytidae	Discoglossinae	Latonia		nigriventer	(Mendelssohn & Steinitz, 1943)	1943	Hula Painted Frog, Palestinian Painted Frog	Latonia nigriventer			Critically Endangered (CR)	IL		1526	https://amphibiaweb.org/species/1526	
Anura	Arthroleptidae		Arthroleptis		adelphus	Perret, 1966			Arthroleptis adelphus			Least Concern (LC)	CM,GA		1425	https://amphibiaweb.org/species/1425	
Anura	Arthroleptidae		Arthroleptis		adolfifriederici	Nieden, 1911			Arthroleptis adolfifriederici			Least Concern (LC)	MW,TZ,KE,UG,BI,RW,CD		1426	https://amphibiaweb.org/species/1426	
Anura	Arthroleptidae		Arthroleptis		affinis	Ahl, 1939			Arthroleptis affinis	Arthroleptis schoenebecki	Arthroleptis schoenebecki	Least Concern (LC)	TZ		1427	https://amphibiaweb.org/species/1427	
Anura	Arthroleptidae		Arthroleptis		anotis	Loader, Poynton, Lawson, Blackburn & Menegon, 2011	2011		Arthroleptis anotis			Data Deficient (DD)	TZ		7881	https://amphibiaweb.org/species/7881	
Anura	Arthroleptidae		Arthroleptis		aureoli	(Schiøtz, 1964)			Arthroleptis aureoli			Near Threatened (NT)	SL		1438	https://amphibiaweb.org/species/1438	
Anura	Arthroleptidae		Arthroleptis		bioko	Blackburn, 2010	2010	Bioko Squeaker Frog	Arthroleptis bioko			Endangered (EN)	GQ		7529	https://amphibiaweb.org/species/7529	
Anura	Arthroleptidae		Arthroleptis		bivittatus	Müller, 1885			Arthroleptis bivittatus			Data Deficient (DD)	GN,SL,CD		1428	https://amphibiaweb.org/species/1428	
Anura	Arthroleptidae		Arthroleptis		brevipes	Ahl, 1924			Arthroleptis brevipes			Data Deficient (DD)	TG		1429	https://amphibiaweb.org/species/1429	
Anura	Arthroleptidae		Arthroleptis		carquejai	Ferreira, 1906			Arthroleptis carquejai			Data Deficient (DD)	AO		1430	https://amphibiaweb.org/species/1430	
Anura	Arthroleptidae		Arthroleptis		crusculum	Angel, 1950		Guinea Screeching Frog	Arthroleptis crusculum	Schoutedenella crusculum	Schoutedenella crusculum	Near Threatened (NT)	GN		5889	https://amphibiaweb.org/species/5889	
Anura	Arthroleptidae		Arthroleptis		fichika	Blackburn, 2009	2009	Hidden Squeaker Frog	Arthroleptis fichika			Endangered (EN)	TZ		7309	https://amphibiaweb.org/species/7309	
Anura	Arthroleptidae		Arthroleptis		formosus	Rödel, Kouamé, Doumbia & Sandberger, 2011	2011		Arthroleptis formosus			Data Deficient (DD)	GN		7706	https://amphibiaweb.org/species/7706	
Anura	Arthroleptidae		Arthroleptis		francei	Loveridge, 1953		France's squeaker	Arthroleptis francei			Vulnerable (VU)	MW,MZ		1431	https://amphibiaweb.org/species/1431	
Anura	Arthroleptidae		Arthroleptis		hematogaster	(Laurent, 1954)			Arthroleptis hematogaster	Schoutedenella hematogaster	Schoutedenella hematogaster	Data Deficient (DD)	CD		5821	https://amphibiaweb.org/species/5821	
Anura	Arthroleptidae		Arthroleptis		kidogo	Blackburn, 2009	2009	Tiny Squeaker Frog	Arthroleptis kidogo			Critically Endangered (CR)	TZ		7310	https://amphibiaweb.org/species/7310	
Anura	Arthroleptidae		Arthroleptis		krokosua	Ernst, Agyei & Rödel, 2008	2008		Arthroleptis krokosua			Critically Endangered (CR)	GH		7095	https://amphibiaweb.org/species/7095	
Anura	Arthroleptidae		Arthroleptis		kutogundua	Blackburn, 2012	2012		Arthroleptis kutogundua			Critically Endangered (CR)	TZ		7827	https://amphibiaweb.org/species/7827	
Anura	Arthroleptidae		Arthroleptis		lameerei	De Witte, 1921			Arthroleptis lameerei	Schoutedenella lameerei, Schoutedenella muta	Schoutedenella lameerei, Schoutedenella muta	Least Concern (LC)	CD,BI,AO		1458	https://amphibiaweb.org/species/1458	
Anura	Arthroleptidae		Arthroleptis		langeri	Rödel, Doumbia, Johnson & Hillers, 2009	2009		Arthroleptis langeri			Endangered (EN)	LR		7399	https://amphibiaweb.org/species/7399	
Anura	Arthroleptidae		Arthroleptis		loveridgei	De Witte, 1933			Arthroleptis loveridgei	Schoutedenella loveridgei	Schoutedenella loveridgei	Data Deficient (DD)	CD		1459	https://amphibiaweb.org/species/1459	
Anura	Arthroleptidae		Arthroleptis		mossoensis	(Laurent, 1954)			Arthroleptis mossoensis	Schoutedenella mossoensis	Schoutedenella mossoensis	Data Deficient (DD)	BI		1461	https://amphibiaweb.org/species/1461	
Anura	Arthroleptidae		Arthroleptis		nguruensis	Poynton, Menegon & Loader, 2009	2008		Arthroleptis nguruensis			Vulnerable (VU)	TZ		7272	https://amphibiaweb.org/species/7272	
Anura	Arthroleptidae		Arthroleptis		nikeae	Poynton, 2003	2003	Nike’s squeaker frog	Arthroleptis nikeae	Arthroleptis schoenebecki	Arthroleptis schoenebecki	Critically Endangered (CR)	TZ		6247	https://amphibiaweb.org/species/6247	
Anura	Arthroleptidae		Arthroleptis		nimbaensis	Angel, 1950			Arthroleptis nimbaensis	Schoutedenella nimbaensis	Schoutedenella nimbaensis	Data Deficient (DD)	GN		1462	https://amphibiaweb.org/species/1462	
Anura	Arthroleptidae		Arthroleptis		nlonakoensis	(Plath, Herrmann & Böhme, 2006)	2006		Arthroleptis nlonakoensis			Endangered (EN)	CM		6863	https://amphibiaweb.org/species/6863	
Anura	Arthroleptidae		Arthroleptis		palava	Blackburn, Gvozdík & Leaché, 2010	2010	Problem Squeaker Frog	Arthroleptis palava			Least Concern (LC)	CM,NG		7528	https://amphibiaweb.org/species/7528	
Anura	Arthroleptidae		Arthroleptis		perreti	Blackburn, Gonwouo, Ernst & Rödel, 2009	2009		Arthroleptis perreti			Endangered (EN)	CM		7253	https://amphibiaweb.org/species/7253	
Anura	Arthroleptidae		Arthroleptis		phrynoides	(Laurent, 1976)			Arthroleptis phrynoides	Schoutedenella phrynoides	Schoutedenella phrynoides	Data Deficient (DD)	CD		1463	https://amphibiaweb.org/species/1463	
Anura	Arthroleptidae		Arthroleptis		poecilonotus	Peters, 1863			Arthroleptis poecilonotus			Least Concern (LC)	BJ,CM,CG,CD,CI,GQ,GA,GH,GN,GW,LR,NG,SS,TG,UG		1464	https://amphibiaweb.org/species/1464	
Anura	Arthroleptidae		Arthroleptis		pyrrhoscelis	Laurent, 1952			Arthroleptis pyrrhoscelis	Schoutedenella pyrrhoscelis	Schoutedenella pyrrhoscelis	Least Concern (LC)	CD		1465	https://amphibiaweb.org/species/1465	
Anura	Arthroleptidae		Arthroleptis		reichei	Nieden, 1911		Poroto Screeching Frog, Reiche's squeaker	Arthroleptis reichei			Least Concern (LC)	MW,TZ		5888	https://amphibiaweb.org/species/5888	
Anura	Arthroleptidae		Arthroleptis		schubotzi	Nieden, 1911			Arthroleptis schubotzi	Schoutedenella discodactyla, Schoutedenella schubotzi, Arthroleptis discodactylus	Schoutedenella discodactyla, Schoutedenella schubotzi	Least Concern (LC)	CD,RW,BI		1466	https://amphibiaweb.org/species/1466	
Anura	Arthroleptidae		Arthroleptis		spinalis	Boulenger, 1919			Arthroleptis spinalis	Schoutedenella spinalis	Schoutedenella spinalis	Data Deficient (DD)	CD		1467	https://amphibiaweb.org/species/1467	
Anura	Arthroleptidae		Arthroleptis		stenodactylus	Pfeffer, 1893		Common Squeaker, Shovel Footed Squeaker, Dune Squeaker, Savanna Squeaking Frog	Arthroleptis stenodactylus	Arthroleptis lonnbergi		Least Concern (LC)	AO,BW,CD,KE,MW,MZ,ZA,TZ,ZM,ZW		1432	https://amphibiaweb.org/species/1432	
Anura	Arthroleptidae		Arthroleptis		stridens	(Pickersgill, 2007)	2007		Arthroleptis stridens			Data Deficient (DD)	TZ		6946	https://amphibiaweb.org/species/6946	
Anura	Arthroleptidae		Arthroleptis		sylvaticus	(Laurent, 1954)			Arthroleptis sylvaticus	Schoutedenella sylvatica	Schoutedenella sylvatica	Least Concern (LC)	CM,CF,CG,CD,GA		1468	https://amphibiaweb.org/species/1468	
Anura	Arthroleptidae		Arthroleptis		taeniatus	Boulenger, 1906			Arthroleptis taeniatus			Least Concern (LC)	CM,GA		1469	https://amphibiaweb.org/species/1469	
Anura	Arthroleptidae		Arthroleptis		tanneri	Grandison, 1983			Arthroleptis tanneri	Arthroleptis schoenebecki	Arthroleptis schoenebecki	Endangered (EN)	TZ		1433	https://amphibiaweb.org/species/1433	
Anura	Arthroleptidae		Arthroleptis		troglodytes	Poynton, 1963			Arthroleptis troglodytes	Schoutedenella troglodytes	Schoutedenella troglodytes	Critically Endangered (CR)	ZW		1470	https://amphibiaweb.org/species/1470	
Anura	Arthroleptidae		Arthroleptis		tuberosus	Andersson, 1905			Arthroleptis tuberosus			Data Deficient (DD)	CM		1434	https://amphibiaweb.org/species/1434	
Anura	Arthroleptidae		Arthroleptis		variabilis	Matschie, 1893			Arthroleptis variabilis			Least Concern (LC)	CM,CF,CG,CD,CI,GQ,GA,GH,GN,LR,NG		1435	https://amphibiaweb.org/species/1435	
Anura	Arthroleptidae		Arthroleptis		vercammeni	(Laurent, 1954)			Arthroleptis vercammeni	Schoutedenella vercammeni	Schoutedenella vercammeni	Data Deficient (DD)	CD		1471	https://amphibiaweb.org/species/1471	
Anura	Arthroleptidae		Arthroleptis		wageri	FitzSimons, 1930	1930	Wager's Bush Squeaker					ZA		8931	https://amphibiaweb.org/species/8931	
Anura	Arthroleptidae		Arthroleptis		wahlbergii	Smith, 1849		Bush squeaker	Arthroleptis wahlbergii			Least Concern (LC)	ZA		1436	https://amphibiaweb.org/species/1436	
Anura	Arthroleptidae		Arthroleptis		xenochirus	Boulenger, 1905		Plain squeaker	Arthroleptis xenochirus	Schoutedenella xenochirus	Schoutedenella xenochirus	Least Concern (LC)	AO,CD,MW,TZ,ZM		1473	https://amphibiaweb.org/species/1473	
Anura	Arthroleptidae		Arthroleptis		xenodactyloides	Hewitt, 1933		Dwarf squeaker	Arthroleptis xenodactyloides	Schoutedenella xenodactyloides	Schoutedenella xenodactyloides	Least Concern (LC)	MZ,TZ,ZM,ZW		1474	https://amphibiaweb.org/species/1474	
Anura	Arthroleptidae		Arthroleptis		xenodactylus	Boulenger, 1909			Arthroleptis xenodactylus	Schoutedenella xenodactyla	Schoutedenella xenodactyla	Endangered (EN)	TZ		1475	https://amphibiaweb.org/species/1475	
Anura	Arthroleptidae		Arthroleptis		zimmeri	(Ahl, 1925)			Arthroleptis zimmeri	Schoutedenella zimmeri	Schoutedenella zimmeri	Data Deficient (DD)	GH		1476	https://amphibiaweb.org/species/1476	
Anura	Arthroleptidae		Astylosternus		batesi	(Boulenger, 1900)	1900	Bates' Night Frog	Astylosternus batesi			Least Concern (LC)	CM,CF,CG,CD,GQ,GA		1479	https://amphibiaweb.org/species/1479	
Anura	Arthroleptidae		Astylosternus		diadematus	Werner, 1898	1898		Astylosternus diadematus			Least Concern (LC)	CM,NG		1481	https://amphibiaweb.org/species/1481	
Anura	Arthroleptidae		Astylosternus		fallax	Amiet, 1978	1977		Astylosternus fallax			Vulnerable (VU)	CM		1482	https://amphibiaweb.org/species/1482	
Anura	Arthroleptidae		Astylosternus		laticephalus	Rödel, Hillers, Leaché, Kouamé, Ofori-Boateng, Diaz & Sandberger, 2012	2012		Astylosternus laticephalus			Near Threatened (NT)	CI,GH		7790	https://amphibiaweb.org/species/7790	
Anura	Arthroleptidae		Astylosternus		laurenti	Amiet, 1978	1977		Astylosternus laurenti			Endangered (EN)	CM		1483	https://amphibiaweb.org/species/1483	
Anura	Arthroleptidae		Astylosternus		montanus	Amiet, 1978	1977		Astylosternus montanus			Least Concern (LC)	CM,NG		1484	https://amphibiaweb.org/species/1484	
Anura	Arthroleptidae		Astylosternus		nganhanus	Amiet, 1978	1977		Astylosternus nganhanus			Critically Endangered (CR)	CM		1485	https://amphibiaweb.org/species/1485	
Anura	Arthroleptidae		Astylosternus		occidentalis	Parker, 1931	1931		Astylosternus occidentalis			Least Concern (LC)	CI,GN,LR,SL		1486	https://amphibiaweb.org/species/1486	
Anura	Arthroleptidae		Astylosternus		perreti	Amiet, 1978	1977		Astylosternus perreti			Endangered (EN)	CM		1487	https://amphibiaweb.org/species/1487	
Anura	Arthroleptidae		Astylosternus		ranoides	Amiet, 1978	1977		Astylosternus ranoides			Endangered (EN)	CM		1488	https://amphibiaweb.org/species/1488	
Anura	Arthroleptidae		Astylosternus		rheophilus	Amiet, 1978	1977		Astylosternus rheophilus			Near Threatened (NT)	CM		1489	https://amphibiaweb.org/species/1489	
Anura	Arthroleptidae		Astylosternus		schioetzi	Amiet, 1978	1977	Schiøtz's Night Frog	Astylosternus schioetzi			Endangered (EN)	CM		1490	https://amphibiaweb.org/species/1490	
Anura	Arthroleptidae		Cardioglossa		alsco	Herrmann, Herrmann, Schmitz & Böhme, 2004	2004		Cardioglossa alsco			Endangered (EN)	CM		6548	https://amphibiaweb.org/species/6548	
Anura	Arthroleptidae		Cardioglossa		annulata	Hirschfeld, Blackburn, Burger, Zassi-Boulou & Rödel, 2015	2015	Annulated long-fingered frog				Endangered (EN)	CG	,CG	8378	https://amphibiaweb.org/species/8378	
Anura	Arthroleptidae		Cardioglossa		congolia	Hirschfeld, Blackburn, Greenbaum & Rödel, 2015	2015	Congolian Long-Fingered Frog				Near Threatened (NT)	CD		8379	https://amphibiaweb.org/species/8379	
Anura	Arthroleptidae		Cardioglossa		cyaneospila	Laurent, 1950			Cardioglossa cyaneospila			Near Threatened (NT)	CD,BI,RW		1439	https://amphibiaweb.org/species/1439	
Anura	Arthroleptidae		Cardioglossa		elegans	Boulenger, 1906			Cardioglossa elegans			Least Concern (LC)	CM		1441	https://amphibiaweb.org/species/1441	
Anura	Arthroleptidae		Cardioglossa		escalerae	Boulenger, 1903			Cardioglossa escalerae			Least Concern (LC)	CM,CF,CG,CD		1442	https://amphibiaweb.org/species/1442	
Anura	Arthroleptidae		Cardioglossa		gracilis	Boulenger, 1900			Cardioglossa gracilis			Least Concern (LC)	CM,CF,CD,GQ,GA,NG		1443	https://amphibiaweb.org/species/1443	
Anura	Arthroleptidae		Cardioglossa		gratiosa	Amiet, 1972			Cardioglossa gratiosa			Least Concern (LC)	CM,GA		1444	https://amphibiaweb.org/species/1444	
Anura	Arthroleptidae		Cardioglossa		inornata	Laurent, 1952	1952		Cardioglossa inornata			Data Deficient (DD)	CD		8380	https://amphibiaweb.org/species/8380	
Anura	Arthroleptidae		Cardioglossa		leucomystax	(Boulenger, 1903)			Cardioglossa leucomystax			Least Concern (LC)	CM,CG,CD,CI,GQ,GA,GH,GN,LR,NG		1445	https://amphibiaweb.org/species/1445	
Anura	Arthroleptidae		Cardioglossa		melanogaster	Amiet, 1972			Cardioglossa melanogaster			Vulnerable (VU)	CM,NG		1447	https://amphibiaweb.org/species/1447	
Anura	Arthroleptidae		Cardioglossa		nigromaculata	Nieden, 1908			Cardioglossa nigromaculata			Least Concern (LC)	CM,NG		1448	https://amphibiaweb.org/species/1448	
Anura	Arthroleptidae		Cardioglossa		occidentalis	Blackburn, Kosuch, Schmitz, Burger, Wagner, Gonwouo, Hillers & Rödel, 2008	2008	Western long-fingered frog				Least Concern (LC)	CI,GH,GN,LR,SL		7231	https://amphibiaweb.org/species/7231	
Anura	Arthroleptidae		Cardioglossa		oreas	Amiet, 1972			Cardioglossa oreas	Cardioglossa manengouba, Cardioglossa oreas manengouba		Endangered (EN)	CM		1449	https://amphibiaweb.org/species/1449	
Anura	Arthroleptidae		Cardioglossa		pulchra	Schiøtz, 1963			Cardioglossa pulchra			Endangered (EN)	CM,NG		1450	https://amphibiaweb.org/species/1450	
Anura	Arthroleptidae		Cardioglossa		schioetzi	Amiet, 1982			Cardioglossa schioetzi			Vulnerable (VU)	NG,CM		1451	https://amphibiaweb.org/species/1451	
Anura	Arthroleptidae		Cardioglossa		trifasciata	Amiet, 1972			Cardioglossa trifasciata			Critically Endangered (CR)	CM		1452	https://amphibiaweb.org/species/1452	
Anura	Arthroleptidae		Cardioglossa		venusta	Amiet, 1972			Cardioglossa venusta			Endangered (EN)	CM		1453	https://amphibiaweb.org/species/1453	
Anura	Arthroleptidae		Leptodactylodon		albiventris	(Boulenger, 1905)			Leptodactylodon albiventris			Endangered (EN)	CM		1492	https://amphibiaweb.org/species/1492	
Anura	Arthroleptidae		Leptodactylodon		axillaris	Amiet, 1971			Leptodactylodon axillaris			Critically Endangered (CR)	CM		1493	https://amphibiaweb.org/species/1493	
Anura	Arthroleptidae		Leptodactylodon		bicolor	Amiet, 1971			Leptodactylodon bicolor			Near Threatened (NT)	CM,NG		1494	https://amphibiaweb.org/species/1494	
Anura	Arthroleptidae		Leptodactylodon		blanci	Ohler, 1999			Leptodactylodon blanci			Endangered (EN)	GA		5477	https://amphibiaweb.org/species/5477	
Anura	Arthroleptidae		Leptodactylodon		boulengeri	Nieden, 1910			Leptodactylodon boulengeri			Near Threatened (NT)	CM		1495	https://amphibiaweb.org/species/1495	
Anura	Arthroleptidae		Leptodactylodon		bueanus	Amiet, 1981	2000		Leptodactylodon bueanus			Endangered (EN)	CM		6546	https://amphibiaweb.org/species/6546	
Anura	Arthroleptidae		Leptodactylodon		erythrogaster	Amiet, 1971			Leptodactylodon erythrogaster			Critically Endangered (CR)	CM		1496	https://amphibiaweb.org/species/1496	
Anura	Arthroleptidae		Leptodactylodon		mertensi	Perret, 1959			Leptodactylodon mertensi			Endangered (EN)	CM		1497	https://amphibiaweb.org/species/1497	
Anura	Arthroleptidae		Leptodactylodon		ornatus	Amiet, 1971			Leptodactylodon ornatus			Endangered (EN)	CM		1498	https://amphibiaweb.org/species/1498	
Anura	Arthroleptidae		Leptodactylodon		ovatus	Andersson, 1903			Leptodactylodon ovatus			Least Concern (LC)	NG,CM		1499	https://amphibiaweb.org/species/1499	
Anura	Arthroleptidae		Leptodactylodon		perreti	Amiet, 1971			Leptodactylodon perreti			Endangered (EN)	CM		1500	https://amphibiaweb.org/species/1500	
Anura	Arthroleptidae		Leptodactylodon		polyacanthus	Amiet, 1971			Leptodactylodon polyacanthus			Vulnerable (VU)	CM		1501	https://amphibiaweb.org/species/1501	
